Kategori,Label,Username,Content,Location,Created at
0,Netral,lolosptn2022,@plagelato ptm = pertemuan tatap muka pjj = pembelajaran jarak jauh,isekai,2022-02-01 18:14:02+00:00
0,Netral,panduism,"kelas 11 semester 2 ganti guru, masih daring dan kerjaannya cuman share video dari yt dan ngasih latsol, nilai b aja ga bagus juga kelas 12 semester 1 dapet guru yg selama ini punya image galak, taunya pertemuan pertama tatap muka jelasin sudut yang dikaitkan gerakan sholat wkwkw",,2022-02-01 14:22:56+00:00
-1,Negatif,lsyuxwtnb,@harubinteume pertemuan tatap muka anjrt,s/her💎💙,2022-02-01 07:12:56+00:00
1,Positif,GoRiauCom,"pekanbaru - dinas kesehatan (diskes) kota pekanbaru menjelaskan, agenda rapid tes bagi siswa yang menerapkan pertemuan tatap muka (ptm) 100 persen, hanya seb...",Pekanbaru Riau,2022-02-01 03:35:42+00:00
0,Netral,seven_floor,"@kompascom belum tau aja di jakarta juga sama, 2 anak saya di sekolah berbeda sdh konfirmasi ada  covid setelah dilakukan pcr di sekolah makanya di ganti pjj ... tapi masih ada sekolah yg ptm ...",,2022-02-09 05:01:26+00:00
-1,Negatif,Cloudysmoody,"sekolah gw pjj lagi gk jelas bngt anjrit, mending pjj in aja sekalian sampe akhir februari. kasus covid lagi naik pake ptm 50% akhirnya ada yang positif tadi🫂",she/her,2022-02-09 04:56:38+00:00
1,Positif,tvOneNews,"siswa terpapar covid-19, sma man 1 medan berhenti ptm",Indonesia,2022-02-09 04:54:33+00:00
0,Netral,kalesangmedia,siap-siap siswa di ternate ptm 50% jika jumlah inveksi covid naik,"Maluku Utara, Indonesia",2022-02-09 04:45:41+00:00
1,Positif,Redaksi_5News,"siswa dan guru terpapar covid-19, semarang hentikan ptm sementara","Pati, Indonesia",2022-02-09 04:28:35+00:00
1,Positif,smk_krisaka,"hari ini rabu, 9 februari 2022 telah dilaksanakan sidak di smk kristen 1 klaten oleh tim satgas covid-19 kabupaten klaten. hasil sidak baik dan sudah mentaati protokol kesehatan. sehingga tetap bisa melanjutkan kbm dengan ketentuan ptm 50%.  #smk #krisaka #eksis","Klaten, Jawa Tengah",2022-02-09 04:24:34+00:00
1,Positif,wqngsheng,@childetangsel @qchoso @cheongsantwt @shumatshu @oiksyw ak hrusnya minggu ini ptm mlaah di cancel krn yg gelombang 2 ank klas sblah ada yg covid huft,15,2022-02-09 03:58:48+00:00
1,Positif,Tribun_Solo,"ptm di sdn 03 tawangsari karanganyar disetop, ada siswa terpapar covid-19    lewat @tribun_solo","Karanganyar, Jawa Tengah",2022-02-09 03:56:10+00:00
0,Netral,happinessdep,@gathajkt48 lah g libur ?? lg naik covid tmenku yg ptm jdi libur,tmi ,2022-02-09 03:43:58+00:00
1,Positif,ulasan_co,disdik bintan tak ingin gegabah terapkan ptm 100 persen saat kasus covid-19 meningkat,Tanjungpinang,2022-02-09 03:36:21+00:00
-1,Negatif,alwayswinnx,bisa bisanya besok ptm pdhl ada yg kena covid,,2022-02-09 03:32:57+00:00
1,Positif,azkadotid,"kasus covid-19 kembali naik, perhatikan 6 faktor penting berikut untuk melindungi anak saat ptm terbatas",Sumenep,2022-02-09 03:11:03+00:00
1,Positif,ngopibareng_id,"6 siswa covid-19, ptm sdn 03 wonorejo situbondo dihentikan",Surabaya,2022-02-09 02:51:33+00:00
1,Positif,IDNTimesJabar,"waspada, penularan covid-19 di lingkungan sekolah","Jawa Barat, Indonesia",2022-02-09 02:38:02+00:00
1,Positif,depok_pos,"selama ptm terbatas di depok, 502 siswa dan guru terpapar covid-19","Depok, Indonesia",2022-02-09 02:30:53+00:00
1,Positif,wiji_lestariiii,"@ridwankamil bapak gubernur @ridwankamil bagaimana dengan ptm anak2 sekolah di depok pak dengan angka covid yang semakin meningkat. mohon ditinjau kembali, terimakasih🙏","Depok, Indonesia",2022-02-09 02:29:52+00:00
1,Positif,GoSumutdotcom,"pasca lonjakan covid-19, pembelajaran di toba kembali ptm terbatas, sekolah terkonfirmasi positif 100 persen daring","Medan Kota, Indonesia",2022-02-09 02:27:02+00:00
1,Positif,RirinArini22,"menuju kejayaan nusantara meingkatya kasus peyebaran covid-19, adiem terbitkan diskresi ptm terbatas",,2022-02-09 02:25:10+00:00
1,Positif,AstridTri4,"menuju kejayaan nusantara meingkatya kasus peyebaran covid-19, adiem terbitkan diskresi ptm terbatas",,2022-02-09 02:25:07+00:00
1,Positif,RioAbidin2,"menuju kejayaan nusantara meingkatya kasus peyebaran covid-19, adiem terbitkan diskresi ptm terbatas",,2022-02-09 02:25:03+00:00
0,Netral,trdhnrdr,baru kepikiran yaa kalo mahasiswa yg rantau trus pas ptm kena covid siapa yg ngurus :( aku yg kena pas daring aja keteteran,Indonesia,2022-02-09 02:14:05+00:00
0,Netral,luc_vany,@aurouzblase klo kami udh lama ptm tapi krn ada 5 org siswa siswi yg kena covid.... kami daring lagi:(.,Bellzehome 🇲🇨🇯🇵🇰🇷,2022-02-09 01:41:47+00:00
1,Positif,Radar_Cirebon,jakarta - komisi perlindungan anak indonesia (kpai) melaksanakan survei singkat yang diikuti oleh 1.209 partisipan. suvei tersebut mengungkap persepsi orangtua terkait dengan,"Cirebon, Indonesia",2022-02-09 01:31:00+00:00
1,Positif,ivooxid,"kasus covid-19 kembali melonjak, mendikbudristek diminta perhatikan penerapan ptm",Jakarta,2022-02-09 01:28:16+00:00
1,Positif,cuteasmoo,@jadejvdee di kotaku belum ada berita kenaikan covid gt katanya masih aman jadi ptm  😭,,2022-02-09 01:23:59+00:00
0,Netral,yourkento,"@ayybiches kita cuman disuruh baca buku paket doang. dan jamkos enaknya kalau ada temen, lah ini temen gua pada tidur, dan ptmnya 50% jadi kelas sepi banget, haha. dan temen gua banyak yang ijin gak ptm karena covid naik, tau gitu gua ijin juga aja, haha. menyesal.",,2022-02-09 01:11:15+00:00
1,Positif,Obiulp,"bertebaran hari ini berita kasus covid naik, bahkan sekolah ku juga dari minggu ini sudah kembali di sesi. yang alhamdulillah nya masih diizinkan ptm oleh dinas setempat, dan berita kasus naik ga cuma di indo, diluar negri pun kasus lagi naik kan ya. dengan segala varian yg ....",Indonesia,2022-02-09 01:04:55+00:00
1,Positif,InfoBDL,"#infobdl : guru dan murid terpapar covid-19, ptm terbatas di bandar lampung dan way kanan dihentikan",Bandar Lampung,2022-02-09 00:58:05+00:00
1,Positif,yourkento,"@reikyaan iya, tapi ini ptm 50% aja, jadi ada yang pjj ada yang ptm. dan temen juga banyak yang ijin juga karena gak dibolehin karena covid naik..",,2022-02-09 00:50:12+00:00
1,Positif,bininyaSM,"@ntan_q uda nyaman ketemu temen-temen jugaa. tapi ya gimnaa lagii, semenjak ptm emang banyak bngt yg lepas masker kalo di sekolah. trs mana hobinya keluar teruss. pantes aja kasus covid di sekolah pada naik ;))",,2022-02-09 00:48:05+00:00
1,Positif,Yuni_kisanti,"mahasiswa baru mulai masuk kampus, udh sewa kos untuk setahun, eh tiba"" kebijakan baru kuliah 'daring' lagi  kebijakan yg tdk pasti, gagap, dari awal sebenarnya memang banyak pihak yg mewanti wanti ptm 100%  butuh kebijakan yg sigap dan serius dalam mengatasi covid yg sdh menahun",,2022-02-09 00:17:07+00:00
-1,Negatif,gbbyyy12,"covid lg melonjak bgt ko bs""nya tmn""gua pd ptm, knp skola gua pjj 2minggu anj kan jd iri, moga aja mingdep jdwalnya dirubah buat ptm kls 10 la ya bgst",,2022-02-08 23:53:50+00:00
0,Netral,mulbewry,ko bs ada skul yg brani bgt ptm pdahal lg naik bgt ni covid,,2022-02-08 23:49:09+00:00
1,Positif,medianaFS,"peserta didik positif covid, disdik pekanbaru sudah hentikan ptm di dua smp",Indonesia,2022-02-08 23:47:07+00:00
1,Positif,SINDOnews,"9 siswa terpapar covid-19, smp negeri 22 gresik hentikan ptm   #sindonews #bukanberitabiasa .","Jakarta Pusat, DKI Jakarta",2022-02-08 23:44:06+00:00
0,Netral,SINDOnews,"gegara orang tua siswa positif covid-19, ptm di sman 1 lembang dihentikan   #sindonews #bukanberitabiasa .","Jakarta Pusat, DKI Jakarta",2022-02-08 23:23:59+00:00
1,Positif,kompascom,"penularan covid-19 dari klaster pembelajaran tatap muka (ptm) di solo, jawa tengah, terus meningkat.",Jakarta,2022-02-08 23:22:05+00:00
1,Positif,aruman77447998,"kebijakan jam ptm sekolah yg perlu dievaluasi dipertimbangkan kembali adalah adanya bawa bekel nasi utk makan siang di sekolah, rasa ne to kurang pas di saat covid cenderung naik kembali.apa saat mkn siswa pake masker ? resiko penularan perlu diitung ..@jateng_twit @infopemalang","Pekalongan Barat, Indonesia",2022-02-08 23:21:49+00:00
1,Positif,KompasTV,"puluhan pelajar di banjarmasin positif covid-19, ptm digelar secara terbatas 50 %",Indonesia,2022-02-08 23:05:07+00:00
1,Positif,murianewscom,"lonjakan kasus covid-19 menghantui, ptm kudus tetap berjalan  selengkapnya klik tautan berikut ini #kudus #kasus #covid19 #ptm #sekolah","Kudus, CJ, Indonesia",2022-02-08 22:03:22+00:00
1,Positif,ferdymad,"@iaridlo @conversationidn terbukti selama pembukaan ptm 100% yg terkesan dipaksakan itu.  saat itu, anak2 sd jelas2 belum divaksinasi.., apalagi vaksinasi lengkap 2x...😪  dan benar.., akhirnya banyak anak2 sekolah yg terinfeksi covid-19...😭  2/2",,2022-02-08 21:42:01+00:00
1,Positif,sofyandjn,"@cenayangfilm ptm ditunda lagu juga min karena covid, kemungkinan besar kkn nya juga ditunda kali min.. 🙏🙏","Bandar Lampung, Lampung",2022-02-08 18:20:15+00:00
1,Positif,Radar_Cirebon,"cirebon - meningkatnya jumlah siswa yang terpapar positif covid-19, pemerintah kota (pemkot) cirebon bakal melakukan evaluasi kembali pembelajaran tatap muka (ptm) 100","Cirebon, Indonesia",2022-02-08 17:30:46+00:00
1,Positif,princesszien_,"@suzuuv iya itu beneran, temen ku jg ad yg kegep kasus covid di sklhnya terus pjj lalu 3 hari kemudian ptm lagi?? stres",,2022-02-08 17:20:39+00:00
1,Positif,haexsunnie,"suka pas akhir"" ptm alias sebelum covid",di kamar,2022-02-08 17:08:05+00:00
1,Positif,jurnaljatimcom,ptm di man 1 jombang dihentikan karena dua murid positif covid-19,Indonesia,2022-02-08 17:01:03+00:00
1,Positif,jpnncom,"ptm 100 persen di bali diberhentikan : kppad bali akan pantau daring, siap sidak ke sekolah hingga rumah untuk pastikan hal ini #covid-19dibali",Indonesia,2022-02-08 16:35:02+00:00
1,Positif,republikaonline,tercatat ada 76 siswa dan guru yang terkonfirmasi covid-19 selama ptm.,"Jakarta, Indonesia",2022-02-08 16:19:12+00:00
1,Positif,Den_Mitro,"#jogja |  berita diy : kasus covid-19 tambah 331, klaster ptm merembet ke siswa tk - tribu","Minggir, Yogyakarta",2022-02-08 16:00:53+00:00
1,Positif,tvOneNews,"gawat, penularan covid-19 klaster sekolah di gresik meluas sehingga ptm hanya boleh 50 persen",Indonesia,2022-02-08 15:36:07+00:00
1,Positif,jpnncom,pembelajaran tatap muka (ptm) di semarang dihentikan sementara waktu menyusul tingginya jumlah siswa dan guru yang terkonfirmasi covid-19. #ptm,Indonesia,2022-02-08 15:31:02+00:00
1,Positif,eunbiay,besok mulai ptm lagi aaa takut jwbsjajka covid kan lagi meningkat 😔 udahma skola w sempet dialihin jadi pjj lagi karna ada guru sm murid yg positif 😔😔😔,,2022-02-08 15:14:10+00:00
1,Positif,teulovr,"@sungchaniover ptm, tapi utk sekarang pjj aja lah dulu sampe bener bener membaik keadaanya soalnya galucu banget sy tiba tiba covid setelah sekian lama aman aman saja 😭😭",slow collector,2022-02-08 15:01:44+00:00
1,Positif,PDI_Perjuangan,dia mengapresiasi langkah yang sudah diambil dalam mengatasi munculnya klaster covid-19 di sekolah. yakni dengan menyetop sementara ptm di sekolah yang terjadi klaster.,Indonesia,2022-02-08 14:54:56+00:00
1,Positif,republikaonline,tim pemantau dari jatim akan mengevaluasi ptm di madium.,"Jakarta, Indonesia",2022-02-08 14:49:28+00:00
1,Positif,voidotid,"dinas pendidikan kota madiun, jawa timur, mencatat lima sekolah yang sejumlah siswa, guru, maupun pegawai lainnya, terpapar covid-19 saat dilakukan pembelajaran tatap muka (ptm) terbatas.",Indonesia,2022-02-08 14:49:02+00:00
1,Positif,jpnncom,"temuan kasus covid-19 di sejumlah sekolah di medan, sumatera utara, membuat pembelajaran harus dialihkan menjadi daring #covid-19",Indonesia,2022-02-08 14:43:02+00:00
1,Positif,AboutSemarangID,"siswa smp di bandungan positif covid-19, pemkab semarang berlakukan ptm 50 persen","Semarang, Jawa Tengah",2022-02-08 14:40:10+00:00
1,Positif,rainy_najaem,"@sungchaniover sebenarnya ptm soalnya dapet uang jajan byk 😭  tapi kalo kasus c naik + di sklh ada yg positif, lebih milih pjj soalnya takut kena covid lagi :""",,2022-02-08 14:35:07+00:00
1,Positif,jurnaljatimcom,ptm di man 1 jombang dihentikan karena dua murid positif covid-19    #man1jombang #manjombang #jawatimur #madrasah #covid19 #beritaonline #omicron #siswa #murid #lockdown #berita #beritaterpopuler #jurnaljatim,Indonesia,2022-02-08 14:31:14+00:00
1,Positif,d_onenews_com,"siswa dan guru sman 4 jember positif covid-19, ptm dihentikam sementara","Kota Surabaya, Jawa Timur",2022-02-08 14:27:33+00:00
0,Netral,brownsugar__20,"kasus covid kata nya lagi naik, dan sekolah gua masih ptm full. aduh pusing dah anjir sumpah takut banget",,2022-02-08 14:27:16+00:00
1,Positif,bangsaonline,"sebanyak 9 siswa smp negeri 1 kota blitar positif covid-19. akibatnya, kegiatan pembelajaran tatap muka (ptm) di sekolah yang terletak di jalan a yani kota blitar itu dihentikan sementara selama dua pekan.  kepala smpn 1 kota blitar, kateman, mengatakan",Jalan Gayungsari IX/5 Surabaya,2022-02-08 14:22:02+00:00
0,Netral,jondivar,bukannya kemarin anak2 dan guru diwajibkan vaksin pasti mengalami sakit dan langsung dinyatakan covid,Indonesia,2022-02-08 14:14:43+00:00
0,Netral,awjaems,sekolah gue bbrp siswa udh kena covid masi aja ptm buset,⌗ she  her — rcbyf,2022-02-08 14:11:06+00:00
1,Positif,HermansesM,"@republikaonline tenang saja anak sekolah masih ptm 100%.tertular covid juga tdk masalah, paling ortu murid yg menangis sedih didepan pintu i.c.u/didepan batu nisan anak yg dicintainya. paling pemerintah hanya bilang ""ini semua krn prokes tdk dijalankan dgn sungguh sungguh"". sesederhana itu saja.",,2022-02-08 14:09:22+00:00
1,Positif,Joglosemarnews,"kasus covid-19 merebak di 39 sekolah solo, gibran pastikan ptm dimulai lagi minggu depan",surakarta,2022-02-08 14:06:28+00:00
-1,Positif,murianewscom,"muncul covid-19 di beberapa sekolah, ptm pati berhenti atau lanjut?  selengkapnya klik tautan berikut ini #pati #kasus #covid19 #ptm #sekolah","Kudus, CJ, Indonesia",2022-02-08 13:54:15+00:00
1,Positif,kumparan,ptm dari sebelumnya diberlakukan selama tiga hari menjadi dua hari dalam sepekan. #kumparannews,,2022-02-08 13:52:38+00:00
1,Positif,PDI_Perjuangan,"selain pemberhentian sementara ptm, pemerintah kota semarang masih mengamati perkembangan penyebaran covid-19 lebih lanjut. maka dari itu, diharapkan kebijakan mengaktifkan kembali pjj secara penuh sementara waktu bisa cukup efektif untuk menahan laju covid-19 di kota semarang.",Indonesia,2022-02-08 13:51:40+00:00
0,Positif,PDI_Perjuangan,"merespon kembali adanya tren peningkatan penderita covid-19 di kota semarang, walikota semarang, hendrar prihadi memutuskan untuk menghentikan sementara pembelajaran tatap muka (ptm) di sekolah.",Indonesia,2022-02-08 13:51:39+00:00
1,Positif,soloposdotcom,"6 sekolah ditutup karena covid-19, disdik klaten: bukan klaster ptm","Solo, Central Java, Indonesia",2022-02-08 13:48:10+00:00
1,Positif,detikcom,kpai melakukan survei singkat persepsi orang tua murid tentang pembelajaran tatap muka di tengah melonjaknya kasus covid-19 di indonesia. apa hasilnya?,"Jakarta, Indonesia",2022-02-08 13:48:04+00:00
-1,Positif,GoSumutdotcom,"dua siswa terpapar covid-19, ptm di man 1 medan dihentikan sementara","Medan Kota, Indonesia",2022-02-08 13:36:04+00:00
1,Positif,kwntt0l,"sekolahan gua baru kemarin sama hari ini ptm 50%, besok udah 100% lagi padahal covid lagi naik 🤸🤸",he/him,2022-02-08 13:35:46+00:00
1,Positif,jabarnewss,"ptm 50 persen gara-gara covid-19, orang tua siswa di cianjur resah",Bandung,2022-02-08 13:28:54+00:00
1,Positif,jabarnewss,"ada 13 siswa positif covid-19, bagaimana kelanjutan ptm di kota sukabumi?",Bandung,2022-02-08 13:28:31+00:00
-1,Negatif,healinggre,"@convomf cape anying, beneran dah. udah bagus ptm gue jarang nangis/ovt/begadang, ehh skrg malah ada yg kena covid yaudah cpt sembuh yg kena gapapa kok, tpi jangan lama² stres lagi gue dirumah nying, pengen istirahat disekolah waktu jam kos, ketawa bareng, makan bareng temen, seru bgt",she/her 07l,2022-02-08 13:27:58+00:00
0,Positif,GodrilSolo,"@raukandt saya duga, yg tdk vaksin (baca: tdk setuju vaks anak) adl ortu yg pd menghafapi covid, tdk khawatir, mk setuju ptm. yg setuju vaks anak, menandakan khawatir tertular, mk ketika ada kenaikan kasus, mereka tidak seruju ptm. baru hipotesis.",Indonesia,2022-02-08 13:24:22+00:00
1,Positif,VIVAcoid,ptm 4 sekolah di medan dihentikan usai siswa dan guru positif covid-19,"Jakarta, Indonesia",2022-02-08 13:19:36+00:00
0,Netral,ranijuliernesta,halo pak @nadiemmakarim ini kok ada sekolah yg tetep maksa ptm padahal muridnya banyak yg positif covid???,,2022-02-08 13:10:43+00:00
1,Positif,ranijuliernesta,"ini adek w tetep disuruh masuk sekolah / ptm, padahal banyak murid yg positif covid, dan yg positif tetep masuk. terus kok malah tetep ptm padahal udah dimarahin puskesmas? laporin kemana nih yg gini-gini?",,2022-02-08 13:07:13+00:00
1,Positif,AgribisnisUnpar,"kasus covid-19 melonjak, ptm di palangkaraya tetap berjalan 50 persen",Palangka Raya,2022-02-08 12:54:06+00:00
1,Positif,ayu__121,"kepala disdikbud pesawaran, anca martha utama, mengatakan pihaknya tidak bisa meneruskan rencana ptm 100% karena adanya peningkatan kasus covid-19 yang signifikan.",Bandung Kota,2022-02-08 12:51:50+00:00
-1,Positif,radarmasnetwork,"antisipasi covid, sekolah lakukan testing #banjarnegara #pendidikan #protokolkesehatanprokes #ptm","Banyumas, Central Java",2022-02-08 12:48:35+00:00
1,Positif,iniaknARA,"@wafflevintangel maaf baru jawab. masih ptm 100% kok, tapi kata guru bk katanya mau diganti jadi 50% lagi🙂 kalo misal disekolah ku ada yg kena covid yaudah pjj lagi gk 50% atau 100% lagi",jangan salpak,2022-02-08 12:43:52+00:00
1,Positif,MRialdhie,"kasus covid-19 meningkat, mas hendi genjot vaksinasi booster dan hentikan ptm. #semuademikemajuanri","Bandung
",2022-02-08 12:41:52+00:00
1,Positif,GivanJordan1,"kasus covid-19 meningkat, mas hendi genjot vaksinasi booster dan hentikan ptm. #semuademikemajuanri","SulSel
",2022-02-08 12:39:20+00:00
1,Positif,republikaonline,"jumlah pelajar terpapar covid-19 meningkat, palembang terapkan ptm 50 persen.","Jakarta, Indonesia",2022-02-08 12:38:24+00:00
1,Positif,DickyWidyatama,"kasus covid-19 meningkat, mas hendi genjot vaksinasi booster dan hentikan ptm. #semuademikemajuanri","Jawa
",2022-02-08 12:36:34+00:00
1,Positif,juyeonpuff, eh iya aku juga udah seminggu pjj lagi t___t  semoga covid cepet turun lagi supaya bs ptm,she her (16),2022-02-08 12:34:50+00:00
1,Positif,azzahra_elvin,"kasus covid-19 meningkat, mas hendi genjot vaksinasi booster dan hentikan ptm. #semuademikemajuanri","Bandung
",2022-02-08 12:33:56+00:00
1,Positif,BayuSuryo18,"kasus covid-19 meningkat, mas hendi genjot vaksinasi booster dan hentikan ptm. #semuademikemajuanri","Pontianak
",2022-02-08 12:31:07+00:00
1,Positif,firdaus_rustam1,"kasus covid-19 meningkat, mas hendi genjot vaksinasi booster dan hentikan ptm. #semuademikemajuanri","Pontianak
",2022-02-08 12:28:23+00:00
1,Positif,kumparan,pemkot palembang juga telah mengevaluasi ptm dengan skema 50:50 untuk mencegah risiko lonjakan kasus covid-19. #publisherstory,,2022-02-08 12:16:47+00:00
1,Positif,republikaonline,dinkes sukabumi sebut siswa positif covid-19 diduga lakukan perjalanan ke luar kota,"Jakarta, Indonesia",2022-02-08 12:11:05+00:00
1,Positif,kumparan,"menurut sugeng, kebijakan pemkot solo menghentikan pembelajaran tatap muka (ptm) tidak cukup untuk menekan potensi penyebaran covid-19. #publisherstory",,2022-02-08 12:02:03+00:00
0,Netral,timlovers,"ada siswa terpapar covid-19, ptm di karanganyar jalan terus",Solo,2022-02-08 12:00:01+00:00
0,Netral,kabartimlo,"ada siswa terpapar covid-19, ptm di karanganyar jalan terus",Solo - Surakarta - Solo Raya,2022-02-08 12:00:01+00:00
1,Positif,lampunggehh,"tren kasus covid-19 meningkat, unila tunda ptm hingga april 2022, selasa (8/2/2022)  baca selengkapnya di:","Bandar Lampung, Lampung",2022-02-08 11:59:39+00:00
1,Positif,TribunMataraman,pemerintah kota madiun bertindak cepat menutup pembelajaran tatap muka (ptm) di tiga sekolah setelah ada siswa yang terkonfirmasi positif covid-19.,,2022-02-08 11:53:06+00:00
1,Positif,iamgepe,"acehkini: puluhan mahasiswa universitas syiah kuala banda (usk) aceh positif covid-19 selama pelaksanaan pembelajaran tatap muka (ptm). mereka saat ini dikarantina di asrama mahasiswa.  rektor universitas syiah kuala, profesor samsul rizal dalam surat ya",Banda Aceh,2022-02-08 11:49:25+00:00
0,Netral,au74886843,"@schfess di sekolahku kalau ada anak yang kena covid yang pjj cuma satu kelas yang ada anak kena covidnya itu doang jadi gak semua pjj, sekolah masih mengusahakan untuk tetep ptm",,2022-02-08 11:47:40+00:00
1,Positif,eradotid,yuk jaga ketat prokes,Jakarta Capital Region,2022-02-08 11:47:03+00:00
1,Positif,mediaindonesia,"”di sidoarjo ini ada sekitar 124 siswa yang positif. jadi, kami mengosongkan empat kelas di setiap sekolah terutama yang kelas ada yang positif,"" ujar ahmad di sidoarjo, selasa (8/2/2022).",Jakarta - Indonesia,2022-02-08 11:28:36+00:00
0,Netral,Beritasatu,survei kpai: 61% orang tua siswa setuju ptm 100% meski covid-19 melonjak,Jakarta,2022-02-08 11:14:26+00:00
-1,Negatif,lushfvulnana,"masak kelas yg muridnya kena covid pjj, sedangkan kelas yg muridnya belum ada yg kenak covid masih tetep ptm... kenapa gk di sama ratain aja si??",SHE / HER ★,2022-02-08 11:11:53+00:00
1,Positif,soloposdotcom,"ptm masih full, bupati sragen: kini lebih siap hadapi lonjakan covid-19","Solo, Central Java, Indonesia",2022-02-08 11:03:08+00:00
1,Positif,banu_sukamto,"ternyata selain murid &amp; orang tuanya, guru &amp; staff sekolah juga ikut dapat rugi dari ptm di masa positive rate covid yang lagi meningkat. semoga guru &amp; staff sekolah yang terpapar mendapat kan bantuan dari pemda atau kementrian, agar dapat meringan kan beban mereka. aamiin.","Jakarta, Indonesia",2022-02-08 11:01:58+00:00
1,Positif,acehkini,"puluhan mahasiswa universitas syiah kuala banda (usk) aceh positif covid-19 selama pelaksanaan pembelajaran tatap muka (ptm). mereka saat ini dikarantina di asrama mahasiswa.  rektor universitas syiah kuala, profesor samsul rizal dalam surat yang dirilis pada selasa (8/2/202",Kota Banda Aceh,2022-02-08 10:58:23+00:00
1,Positif,GATRA_com,"kasus covid di pati meningkat, ptm di sekolah tetap berlanjut","Jakarta, Indonesia",2022-02-08 10:50:03+00:00
1,Positif,iamgepe,"acehkini: belum sebulan ptm, puluhan mahasiswa universitas syiah kuala positif covid-19   #acehkini",Banda Aceh,2022-02-08 10:49:52+00:00
0,Netral,jawapos,survei kpai: orang tua percaya ptm 100 persen meski ada kasus covid-19,"Gedung Graha Pena Lt.10, Jl. R",2022-02-08 10:42:09+00:00
1,Positif,mediaindonesia,"kepala sekolah smp negeri 1 kota blitar mengatakan, hasil tes keluar senin (7/2/2022) malam. menurut dia, ada 12 siswa yang dites usap dan delapan siswa dinyatakan positif covid-19.",Jakarta - Indonesia,2022-02-08 10:38:37+00:00
1,Positif,javasatumedia,"tren covid-19 naik, gresik kembali masuk level 2, ptm 50 persen dimulai besok",Indonesia,2022-02-08 10:32:11+00:00
1,Positif,acehkini,"belum sebulan ptm, puluhan mahasiswa universitas syiah kuala positif covid-19   #acehkini",Kota Banda Aceh,2022-02-08 10:22:52+00:00
0,Netral,InfoTimlo,"ada siswa terpapar covid-19, ptm di karanganyar jalan terus",Surakarta,2022-02-08 10:20:02+00:00
0,Netral,bergeloralah,tetap prokes ya! survei kpai: 61 persen orang tua murid setuju ptm meski kasus covid naik,,2022-02-08 10:19:37+00:00
1,Positif,officialnova_id,"antisipasi penyebaran covid-19, pemerintah tetapkan ptm terbatas dari 100% menjadi 50%.","JKT, Indonesia",2022-02-08 10:15:00+00:00
1,Positif,IDNTimesBanten,"jika ada temuan kasus covid-19, sekolah wajib stop ptm","Banten, Indonesia",2022-02-08 10:12:02+00:00
1,Positif,Bisniscom,naiknya angka kasus temuan covid-19 telah mendorong pemerintah kota palembang melalui dinas pendidikan setempat kembali memberlakukan pengurangan pembelajaran tatap muka (ptm) dari tiga hari menjadi dua hari sepekan. foto: antara/feny selly.,"Jakarta, Indonesia",2022-02-08 10:09:48+00:00
1,Positif,kumparan,seluruh mahasiswa usk banda aceh yang positif corona menjalani karantina di asrama mahasiswa pada blok terpisah. #publisherstory,,2022-02-08 10:08:08+00:00
1,Positif,whatsbit,"belum sebulan ptm, puluhan mahasiswa universitas syiah kuala positif covid-19 seluruh mahasiswa usk banda aceh yang positif corona menjalani karantina di asrama mahasiswa pada blok terpisah. #publisherstory",,2022-02-08 10:05:05+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -  ......",Jakarta,2022-02-08 10:02:24+00:00
1,Positif,Radar_Cirebon,"- mukai rabu (9/2/2022), pembelajaran tatap muka (ptm) di kabupaten cianjur akan ditiadakan mengingat kasus covid-19 dan omicron semakin merambah di","Cirebon, Indonesia",2022-02-08 10:00:50+00:00
1,Positif,TribunMataraman,"sejumlah siswa smpn 5 probolinggo dikabarkan terkonfirmasi covid-19. karenanya, pembelajaran tatap muka untuk sementara dihentikan.",,2022-02-08 09:47:49+00:00
1,Positif,satukanalcom,"ptm di smpn 1 kota #blitar ditutup, gegara sembilan siswaterpapar covid  #blitar – smpn 1 kota #blitar menutup sementara kegiatan belajar ... . baca selengkapnya :  . #beritablitar #kanalstright #kotablitar #smpn1kotablitar","Malang, Jawa Timur",2022-02-08 09:38:24+00:00
0,Netral,weirdkidoz,"gue tiap mau crita covid apa ptm gt males ama emak gue, isi otaknya konspirasi, panjang urusannya","Medan Kota, Indonesia",2022-02-08 09:36:12+00:00
1,Positif,WinJGR,hasil survei kpai mendapati 25 persen orang tua mengusulkan penghentian ptm. survei dilakukan di tengah lonjakan kasus covid-19 varian omicron.  via: detikedu,Boyolali,2022-02-08 09:34:19+00:00
1,Positif,samsularifinnnn,"@yusufgunawan saat ptm, anak sekolah tertulardirumah anak menularkan ke orang tua.. orang tua menularkan ke teman kerja.. tmn kerja menularkan ke anak dan orang tua.. begitu terus sampai akhirnya byk yg skt.. sehingga layanan kesehatan non covid  seperti kemoterapi, cuci drh dll jd terganggu",wkkkland,2022-02-08 09:30:12+00:00
1,Positif,tempodotco,dki jakarta kembali masuk dalam status ppkm level 3. hal ini diputuskan setelah melihat lonjakan kasus harian covid-19 di ibu kota.  apa saja beberapa ketentuan yang diterapkan selama ppkm level 3 di jakarta? selengkapnya  #tempodotco,Indonesia,2022-02-08 09:27:40+00:00
