Username,Content,Created at
catatankaqihati,"Takut banget sama PTM. Selain takut sama covid, ya takut sama guru",2022-06-06 01:22:39+00:00
bakusexo,Takut PTM tapi gak mau PJJ,2022-06-06 01:22:16+00:00
KangCendol_33,Ya Allah gimana ya. Lebih enak PTM asli. PJJ walaupun ,2022-06-06 01:19:21+00:00
kalderanews,PJJ aja sampe akhir. Takut PTM hehehe,2022-06-06 01:19:15+00:00
kalderanews,Tapi nanti kalau PTM 100% aku pasti takut banget,2022-06-06 01:19:15+00:00
EmiAntunezzz,takut PTM karena di sekolah banyak banget banget banget yang + covid. ,2022-06-06 09:07:02+00:00
PAUDDikdasmen,KOK GUA TAKUT BANGET PTM AYO DONG BERANI,2022-06-06 08:56:54+00:00
PAUDDikdasmen,temuan kpai soal PTM: siswa tak takut ke sekolah meskipun ada kasus covid 19 ,2022-06-06 08:55:59+00:00
do0kja,takut ptm. Takut ketemu orang. Takut gak ada temen. Takut.,2022-06-06 08:55:51+00:00
haneverain,pernah gak sih lu takut ptm? Padahal udah gak covid tapi tetep aja takut,2022-06-06 08:49:16+00:00
chocodrw_lisa,orang tua aku takut aku ptm padahal dari pemerintah udah gapapa ptm 100%,2022-06-06 08:48:47+00:00
adhie_smrdjie,aku ini agak takut PTM. Karena apa? Ya karena ptm susah dapat teman. ,2022-06-06 08:47:42+00:00
onyoursunoo,AKU TAKUT PTM BESOK,2022-06-06 08:46:09+00:00
Kirani11613356,Gimana ya biar gak takut pertemuan tatap muka?,2022-07-31 23:39:36+00:00
GrizelleJovank4,Aku semester ini pertemuan tatap muka 9x . Takut,2022-07-31 23:28:58+00:00
AlshaibaShihab,Saya kawatir. Pertemuan Tatap Muka sudah dimulai. Takut angka covid naik lagi,2022-07-31 23:00:01+00:00
mbaprichpurwan4,Takut sama Pertemuan Tatap Muka Ya Allah kenapa,2022-07-31 23:00:01+00:00
wow_keren,Katanya omicron meningkat lagi. Jadi takut PTM,2022-07-31 23:00:00+00:00
kalderanews,Nangis banget Pertemuan Tatap Muka keliatan bodoh,2022-07-31 23:00:00+00:00
kalderanews,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-07-31 16:58:17+00:00
nuliskidal,kebijakan yang tidak pasti soal ptm bikin cape,2022-07-31 14:29:19+00:00
prajnamu,ptm dengan protokol kesehatan,2022-07-31 13:27:14+00:00
JuhadiKp,pertemuan tatap muka emang anjer,2022-07-31 12:56:16+00:00
_rakyatmerdeka,PTM BIKIN TAKUT AJA gak tau kenapa ,2022-07-31 12:03:22+00:00
01Gaktau,"PTM bikin takut selain gak punya temen, ya takut katanya covid melonjak",2022-07-31 11:01:26+00:00
arinca__,kangen dengan siswa saya di kelas tapi saya juga takut sebagai guru melihat OMICRON ini,2022-07-31 10:54:51+00:00
mediaindonesia,ngeri mau sekolah PTM,2022-07-31 10:37:17+00:00
kompascom,Orang tua mana yang setuju anaknya PTM,2022-07-31 08:09:02+00:00
detik_jateng,PTM FULL takut,2022-07-31 07:42:03+00:00
ferdymad,Jujur aku takut PTM,2022-07-31 07:07:24+00:00
jpnncom,"bertambah pasien covid 19, kota medan masih terapkan PTM 100%",2022-07-31 04:46:39+00:00
_nisAnis_,Lama PJJ jadi takut PTM aku kak,2022-07-31 04:03:57+00:00
kompascom,Ternyata aku salah. Sumpah aku menyesal PJJ,2022-07-31 03:51:28+00:00
kalderanews,Anjing waktu itu aku takut banget ptm,2022-07-31 03:29:28+00:00
faktualnewsco,PTM takutnya bukan karena gak punya sobat tapi ya karena aku baru covid,2022-07-31 03:27:37+00:00
julyjal,Temen aku banyak yang ijin gak PTM karena COVID-19. tau gitu aku ijin juga. AKU kan takut,2022-07-31 03:23:33+00:00
julyjal,TAKUT PEMBELAJARAN TATAP MUKA. TAKUT GAK PERNAH KETEMU GURU,2022-07-31 02:25:11+00:00
kalderanews,takut PTM lah guru aku yang kena covid ada 4 orang nder,2022-07-31 02:14:20+00:00
kalderanews,Semoga sekolah PTM tapi ujian PJJ wkwkwk,2022-07-31 02:14:14+00:00
BebasZah,Semester lalu aku PTM. Sekarang aku PTM juga tapi aku takut,2022-07-31 02:14:03+00:00
Joglosemarnews,Masih takut Pertemuan tatap Muka,2022-07-31 02:13:56+00:00
catatankaqihati,PTM takut banget,2022-07-31 02:13:51+00:00
updatebalii,PTM anjing takut banget saya sama guru disuruh maju ke depan,2022-07-31 02:13:48+00:00
jpnncom,Covid 19 bikin saya takut PTM,2022-07-31 02:13:44+00:00
tutiarien,Ya Allah kenapa harus ada Covid 19 saya kan takut,2022-07-31 02:13:38+00:00
JuhadiKp,Soalnya udah 2 tahun PJJ. Sekarang PTM jadi takut gitu rasanya,2022-07-31 02:13:35+00:00
iNewsTasik,"Takut PTM, takut",2022-07-31 02:13:32+00:00
jawapos,Sekolah aku udah PTM 100%. Tapi rasanya tetep aja takut gitu,2022-07-31 02:13:29+00:00
panoramaKP,Murid aku kok jadi takut PTM ya katanya????,2022-07-31 02:13:27+00:00
PUANnews,PTM tidak bikin saya takut,2022-07-31 02:13:24+00:00
kumparanMOM,sekolah masih mengusahakan untuk tetep ptm,2022-07-31 02:12:12+00:00
kumparan,angkat tangan yang niat ptm,2022-07-31 02:12:10+00:00
beritacovid,jujur hari ini aku mood ptm,2022-07-31 02:12:07+00:00
republikaonline,lebih seru pembelajaran tatap muka sih,2022-07-31 02:12:04+00:00
detik_jateng,Cape belajar depan laptop. Saya pilih PTM aja sekarang,2022-07-31 02:12:02+00:00
nusabalicom,Sekarang lebih baik pertemuan tatap muka aja agar lebih efektif,2022-07-31 02:11:59+00:00
Prily_Manarisip,kata orang tua saya sekarang mending belajar PTM aja. Sudah kelas 12,2022-07-31 02:11:56+00:00
_rakyatmerdeka,TAKUT ADA COVID ANJING,2022-07-31 02:11:54+00:00
JoappaBrace878,TEMEN AKU KENA COVID ANJING,2022-07-31 02:11:51+00:00
FitRadioBandung,siswa dan guru sudah vaksin lengkap. Tidak perlu takut ptm,2022-07-31 02:11:48+00:00
SnackBangkaHoki,aman gak sih PTM? TAKUT BANGET,2022-07-31 02:11:46+00:00
SnackBangkaHoki,Ini PTM 100% yang berarti ketemu lebih banyak orang. Nangis paling serius,2022-07-31 02:11:44+00:00
SnackBangkaHoki,semoga semuanya lancar. TAKUT PTM BANGET SERIUS ,2022-07-31 02:01:14+00:00
Indrian950,"WAJIB MASKER KALAU PTM, ANJING",2022-07-31 01:42:09+00:00
forjakeu,Takut banget TAKut PTM kenapa kalian gak takut ,2022-07-31 01:02:06+00:00
catatankaqihati,Aku belum siap full PTM,2022-07-31 00:21:06+00:00
kalla_jengking,Aku yakin kalian takut PTM bukan karena covid,2022-07-30 23:18:08+00:00
catatankaqihati,Sekolah PTM ya takut ya seneng,2022-07-30 23:18:02+00:00
Penyair_Berdiri,jujur aja kawatir tentang Pertemuan Tatap Muka Rabu ini,2022-07-30 23:16:40+00:00
garuda080,PTM? PLIS TAKUT HAHAHAHHAHA,2022-07-30 23:09:39+00:00
okezonenews,GAK SEMANGAT PTM INI GIMANA,2022-07-30 22:54:23+00:00
republikaonline,aku gak berani suntik. PTM ku gimana,2022-07-30 16:59:40+00:00
mediaindonesia,Aku juga kaya kamu. Sekarang masih takut buat PTM karena gak bisa sosialisasi.,2022-07-30 15:53:45+00:00
tribunjogja,Pertemuan Tatap Muka tuh gapapa,2022-07-30 15:26:25+00:00
april_hamsa,Ya Allah kenapa harus ada Covid 19 saya kan takut,2022-07-30 14:28:30+00:00
haibundacom,Asik lah PTM lebih nangkep materinya,2022-07-30 14:16:34+00:00
catatankaqihati,Takut PTM tapi pas PTM aku dapet uang dan lebih produktif,2022-07-30 14:09:07+00:00
Anggita_lung,PTM garis keras,2022-07-30 11:03:03+00:00
forjakeu,Aku udah selesai PTM,2022-07-30 10:49:05+00:00
Anggita_lung,PJJ bikin pengen rebahan terus,2022-07-30 08:28:53+00:00
kalla_jengking,PJJ bikin malas,2022-07-30 08:18:09+00:00
Penyair_Berdiri,Cuma 50% yang masuk PTM. Lain nya takut,2022-07-30 07:50:17+00:00
newsmerahputih,TAKUT PTM. Takut tanya jawab sama guru,2022-07-30 07:44:23+00:00
littlmermaid_,Aku susah bagi waktu selama PJJ,2022-07-30 05:15:03+00:00
detikcom,pembelajaran tatap muka terserah deh ,2022-07-30 05:04:53+00:00
paintincg,anak perlu belajar disiplin prokes selama sekolah ptm,2022-07-30 03:28:08+00:00
haibundacom,kalian takut PTM bukan karena covid,2022-07-30 03:28:03+00:00
detikHealth,Pertemuan tatap muka menguras tenaga saya saja,2022-07-30 02:41:53+00:00
beritacovid,kok ngeri PTM aku ini,2022-07-30 02:00:39+00:00
0734_kodim,Awal ptm galau takut gak ada temen yang enak,2022-07-30 01:33:59+00:00
indozonemedia,Kalau PTM 100% jujur aku masih takut,2022-07-30 00:09:32+00:00
EuisDiamond,Aku kemarin covid. Gimana ya? Aku takut masuk sekolah apalagi pertemuan tatap muka,2022-07-29 23:20:02+00:00
kumparanMOM,Pertemuan tatap muka bikin siswa kawatir gak bisa sosialisasi,2022-07-29 20:00:19+00:00
Penyair_Berdiri,besok gua ptm anjing,2022-07-29 18:54:11+00:00
Putri50381027,anjing banget covid sekolah aku gak jadi PTM 100%,2022-07-29 16:29:01+00:00
Vivi_cantik21,MOHON TETAP PAKAI MASKER WAKTU PTM YA ANJING,2022-07-29 15:55:12+00:00
Imro2525,SMA aku ptm 100% takut banget,2022-07-29 14:38:57+00:00
AfsanaTatsana,takut nanti pas PTM nilai nya turun ya,2022-07-29 12:44:18+00:00
Dua_02aja,Tahun ini aku full PTM ,2022-07-29 12:12:35+00:00
haibundacom,TAKUT PTM ANJING KENAPA SIH AKU TUH GAK BISA PUNYA TEMEN,2022-07-29 12:09:03+00:00
KontanNews,Yang saya takut pas ptm nanti tuh takut keliatan bodoh ,2022-07-29 09:44:48+00:00
tribunjogja,kelas sebelah katanya + covid 5 orang.  Jadi takut,2022-07-29 09:01:10+00:00
ivooxid,Aku juga dulu pas ptm takut gak punya temen. Tapi ternyata aku punya kok sekarang,2022-07-29 05:42:39+00:00
IDCorner,Anjing jangan gitu. Besok aku PTM takut banget,2022-07-29 04:35:31+00:00
detikedu,kenapa aku ketakutan PTM gini sih,2022-07-29 03:36:13+00:00
JuhadiKp,aku juga gatau kenapa aku takut sekolah PTM,2022-07-29 03:30:49+00:00
detikcom,pembelajaran tatap muka terserah deh ,2022-07-29 03:20:40+00:00
Bisniscom,pemerintah menghentikan sementara pembelajaran tatap muka selama 7 hari,2022-07-29 03:10:00+00:00
Chrs49937622,Ptm enaknya bisa berdiskusi secara langsung sama teman,2022-07-29 02:58:19+00:00
Chrs49937622,telah dilakukan swab antigen. SMA di jawa siap untuk pembelajaran tatap muka,2022-07-29 02:51:34+00:00
detik_bali,Tolong takut PTM banget kenapa ya aku,2022-07-29 02:44:57+00:00
GufronPutra5,Anak sekolah Smp sebagian masih ptm,2022-07-29 02:25:49+00:00
kalderanews,gejala omicron bukan itu? Takut ptm nih.,2022-07-29 02:03:52+00:00
Caca46027099,Padahal lebih enak PTM,2022-08-05 13:03:14+00:00
ani0942,kebijakan diskresi PTM akan menghentikan laju covid-19?,2022-08-05 13:01:52+00:00
citrabiq,Prokes lindungi dirimu saat Pembelajaran Tatap Muka di Sekolah!,2022-08-05 13:00:50+00:00
0Cicaca,kenapa semua takut ptm? Padahal gapapa,2022-08-05 13:00:04+00:00
Akiakimbrew_102,Temen temen aku takut PTM katanya tapi gatau kenapa,2022-08-05 13:00:03+00:00
DanangputraK,besok ptm. Aku belum pernah sama sekali ke sekolah semester ini. Takut banget,2022-08-05 13:00:03+00:00
AdiAdihendra,Aku tadi mau nangis karena kawatir sama sekolah pertemuan tatap muka,2022-08-05 13:00:03+00:00
brightxxxv,pada akhirnya awal PTM 100% setelah libur,2022-08-05 13:00:02+00:00
Azaldaf,Pengalaman sekali pertemuan tatap muka semester kemarin. Sekarang ptm lagi agak takut,2022-08-05 13:00:02+00:00
EmperorMerah,Pembelajaran Tatap Muka di Batam tetap berjalan dengan prokes ketat,2022-08-05 13:00:01+00:00
Xyeety1,lagi evaluasi pembelajaran tatap muka ya bu?,2022-08-05 13:00:01+00:00
Tri_nugraha_,"Kalau omicron turun aku tim ptm. Kalo omicron naik, aku tim pjj.",2022-08-05 13:00:00+00:00
DateMasamune29,Terserah deh mau ptm atau pjj pokoknya sekolah,2022-08-05 13:00:00+00:00
BiruEmperor,Ada kabar pembelajaran tatap muka ya? Jujur gak siap,2022-08-05 13:00:00+00:00
KatakuraKojur,Gak siap 100% PTM,2022-08-05 13:00:00+00:00
Chrs49937622,saya menyatakan tidak siap PTM ya gusti,2022-08-05 08:55:11+00:00
kangandribdg,"Covid turun, tapi posisi aku gak siap PTM",2022-08-05 07:55:48+00:00
idntimes,PTM nanti gimana ya? Pas pjj Cuma nyimak materi aja aku huhuhu,2022-08-05 06:05:21+00:00
IDNTimesBanten,besok aku ptm nya gimana anjing takut banget ,2022-08-05 06:00:02+00:00
edukasiborneo,gimana ini huhuhu harus masuk pertemuan tatap muka tapi masih isoma,2022-08-05 05:47:48+00:00
dinkespati,gausah takut PTM. Sama aja kok kaya yang sekolah dulu,2022-08-05 03:30:39+00:00
InfoTimlo,malah ada sekolah yang tetep PTM padahal siswa ada yang covid,2022-08-05 03:00:47+00:00
timlovers,selalu tidak siap kalau disuruh PTM 100%,2022-08-05 03:00:47+00:00
kabartimlo,Jujur lebih produktif waktu pertemuan tatap muka sekolahnya,2022-08-05 03:00:47+00:00
jaeminmbul,Alhamdulillah selama PTM aku belum pernah covid,2022-08-05 01:15:32+00:00
mediaindonesia,ptm asik tapi cape soalnya ada tugas dan uprak,2022-08-04 15:30:00+00:00
voidotid,omicron ada yang nambah jadi disini balik PTM 50% lagi,2022-08-04 11:27:02+00:00
mediaindonesia,Sekolah aku PTM tapi di bagi gitu,2022-08-04 09:18:30+00:00
2020Berita,PTM 100% akan diberlakukan kembali,2022-08-04 09:10:30+00:00
RadioSmartFM,Aturan PTM terbaru: PTM akan di stop jika siswa positif covid 19,2022-08-04 07:45:00+00:00
beritacovid,Udah nyaman PTM tapi kenapa covid tinggi lagi ya Ya Allah,2022-08-04 07:45:00+00:00
kumparan,PTM sekolahku tetep berjalan kak. Padahal anak sebelah ada yang covid 2. takut sih aku,2022-08-04 07:06:38+00:00
kompascom,menurut aku PTM sekolah harus dipertimbangkan lagi,2022-08-04 06:17:09+00:00
SOLOPOSFM,gimana kondisi PTM di sekolah kalian? Di sekolah aku berhenti karena adek kelas ada yang covid ,2022-08-04 05:00:01+00:00
anam_kuwox,TAKUT BANGET ADEK AKU TETEP PTM PADAHAL ADA YANG COVID ANJING,2022-08-04 03:01:37+00:00
NttInfo,gimana kalo pjj aja dulu sampe keadaan membaik? Soalnya gak lucu kalo tiba tiba saya covid,2022-08-04 02:09:45+00:00
sonorafmjogja,TERAPKAN PTM 50%,2022-08-04 00:15:41+00:00
astriniadwin,"PTM ribet,udah saya gabisa sosialisasi",2022-08-03 15:19:21+00:00
astriniadwin,aku sama temen temen waktu survei kompak milih pembelajaran tatap muka karena kami cape di rumah terus,2022-08-03 15:14:55+00:00
intinyabuatjbjb,sekolah aku baru PTM 100% pas puncak omicron. Lucu kan?,2022-08-03 14:48:23+00:00
Chrs49937622,puncak komedi banget ada yg covid malah lanjut PTM ,2022-08-03 14:03:13+00:00
haibundacom,halo dari aku yang takut PTM,2022-08-03 12:28:19+00:00
puisikulkas,apakah hanya aku yang ketakutan PTM??????,2022-08-03 09:19:11+00:00
kalderanews,takut ptm bukan karena apa gitu ya. Tapi takut soalnya ada yang covid lagi tiba tiba,2022-08-03 07:46:10+00:00
IndahDyah7,Aku harus gimana? Tetep ptm atau gimana pak bu?!!!,2022-08-03 06:05:54+00:00
yohana97702180,udah sebulan ptm tetep takut aja gua,2022-08-03 06:05:02+00:00
DamaiyantiRindu,setiap hari ketakutan mau pembelajaran tatap muka,2022-08-03 06:04:16+00:00
SupratmanAndang,sekolah diberhentikan jika ada kasus covid baru,2022-08-03 05:31:28+00:00
cherryshoot_,"siswa terpapar covid, PTM diganti PJJ selama 7 hari",2022-08-03 05:13:07+00:00
infocimahico,"kemendikbudristek : siswa positif covid 19, ptm satu kelas di stop bukan satu sekolah",2022-08-03 03:33:06+00:00
Dewiabdul6,"kemendikbudristek bilang jika banyak siswa terpapar covid, ptm akan dihentikan",2022-08-03 03:28:04+00:00
kumparanMOM,aku tanya temen deket aku katanya mereka takut PTM juga,2022-08-03 03:27:40+00:00
bcaz15,aku juga awalnya PTM 100% tapi ada yang covid terus PJJ lagi,2022-08-03 03:08:58+00:00
JambiSorot,takut ptm bukan karena apa gitu ya. Tapi takut soalnya ada yang covid lagi tiba tiba,2022-08-03 02:54:09+00:00
DrunTamvan,TAKUT PERTEMUAN TATAP MUKA,2022-08-03 02:27:06+00:00
PRFMnews,enak daring pjj jadi kaya males disuruh PTM wkwk,2022-08-03 01:35:39+00:00
suarantbcom,AKU MASIH MALES PTM,2022-08-03 01:31:25+00:00
JabarPublisher,ptm banyak banget tugas kelompok anjing,2022-08-03 00:50:16+00:00
LadikaRatu,kelemahannya PTM sangat banyak tugas,2022-08-03 00:26:59+00:00
LadikaRatu,takut PTM tapi kalo pjj Cuma bisa menganga,2022-08-03 00:26:32+00:00
iffahkhalilah,Serius aku nangis takut ptm gak siap,2022-08-03 00:06:04+00:00
carnobaraa,akhirnya banyak anak di sekolahku yang covid. Ya gimana aku gak takut,2022-08-02 22:23:30+00:00
sseoungiz,sekolah mengaktifkan ptm secara penuh,2022-08-02 15:22:49+00:00
kumparan,stress lagi gue di rumah nying pjj lagi,2022-08-02 14:03:20+00:00
kumparan,"sekolahan gua baru kemarin sama hari ini pjj, bukan ptm",2022-08-02 12:53:03+00:00
lamanriau,enakan pertemuan tatap muka,2022-08-02 11:05:17+00:00
e100ss,Aturan PTM terbaru: PTM akan di stop jika siswa positif covid 19,2022-08-02 10:44:33+00:00
Chrs49937622,hampir semua sekolah PTM ya sekarang? Alhamdulillah,2022-08-02 10:38:23+00:00
komisarispolit1,Covid omicron membuat masyarakat takut,2022-08-02 09:19:44+00:00
Negerijaya1,gak cuma kamu yang takut ptm. Aku juga takut,2022-08-02 09:18:34+00:00
RinnoHamdi,aku takut PTM karena temen aku kena covid,2022-08-02 09:10:03+00:00
haibundacom,PTM lah. Ketemu temen gak bikin ansos,2022-08-02 08:26:32+00:00
jpnncom,ANGKAT TANGAN YANG TAKUT PTM,2022-08-02 08:15:06+00:00
bergeloralah,TAKUT PEMBELAJARAN TATAP MUKA,2022-08-02 08:05:43+00:00
detikedu,ya takut aja gitu sama PTM,2022-08-02 08:02:03+00:00
medcom_id,Ga ada info lagi? Aku takut banget ptm sekarang,2022-08-02 07:55:14+00:00
beritacovid,jujur si gue lebih dukung ptm. Tapi ini masih omicron,2022-08-02 07:44:57+00:00
kangandribdg,tiap PTM selalu ketakutan banget,2022-08-02 07:42:45+00:00
RRIPrograma3,gak siap pembelajaran tatap muka ,2022-08-02 07:31:39+00:00
RRIPrograma3,omicron tapi malah pembelajaran tatap muka. Udah gila,2022-08-02 07:20:29+00:00
kumparanMOM,enakan pjj daripada ptm wkwkwk,2022-08-02 06:02:32+00:00
IniBalikpapaner,"malas dan takut pada ptm menjadi satu, itulah aku",2022-08-02 05:33:49+00:00
TrijayafmSby,aku dan badan yang malas PTM ini ,2022-08-02 05:26:52+00:00
tempodotco,"PTM, setidaknya gua lebih mudeng pas PTM",2022-08-02 05:23:33+00:00
jpnncom,aku selalu takut PTM,2022-08-02 04:21:02+00:00
medcom_id,"minta hentikan PTM, orang tua ketat awasi prokes anak",2022-08-02 04:15:14+00:00
eradotid,BISA PTM ALIAS BISA GILA KETAKUTAN TERUS,2022-08-02 04:00:01+00:00
haibundacom,ketakutan akan ptm terus melonjak,2022-08-02 01:38:37+00:00
prodia_children,aku disuruh milih ptm atau pjj. Tapi kan omicron ya? Tapi aku cape di rumah,2022-08-02 01:37:10+00:00
radarbanjarmsin,mohon izin pak bu kami cape harus takut ptm kalau covid ada lagi  ,2022-08-02 01:27:54+00:00
Penyair_Berdiri,ptm banyak banget tugas kelompok anjing,2022-08-02 01:08:38+00:00
cnbcindonesia,HENTIKAN PTM!!!!! SAYA TAKUT!!!!!,2022-08-02 01:00:20+00:00
CahAngo45022699,"kalau ada yang terpapar covid omicron, kita baru akan tutup sementara ptm",2022-08-02 00:45:16+00:00
kalderanews,"Ptm anjing, gua ketakutan mulu",2022-08-02 00:44:09+00:00
holopiscom,dulu aku pengen banget ptm tapi sekarang ptm 100% aku malah ketakutan,2022-08-01 23:30:00+00:00
TRENdotNEWS,ketakutan kamu apa kalo ptm 100%? Kalo aku jelas covid anjing,2022-08-01 15:50:52+00:00
21BeritaTerkini,"dulu gaada ptm ptm, ya sekolah biasa aja kan? Kenapa sekarang ketakutan sih? Kalo males bilang gausah alasan",2022-08-01 14:50:09+00:00
kumparan,TAKUT PTM 100 kali,2022-08-01 14:28:02+00:00
radarbogorID,aku jujur kadang izin gak masuk karena ketakutan ptm,2022-08-01 12:58:43+00:00
Chio7845,semoga aku bisa stop ketakutan akan PTM ini,2022-08-01 12:49:22+00:00
empskye,akun menfess sekolah orang isinya uwu nyemangatin temen menfess sekolah gue ngekritik ptm  padahal banyak yang sakit sampe akun menfessnya ilang,2022-02-09 05:02:31+00:00
nurulolivee,ptm persen di cianjur dihentikan untuk sementara ketua fpkbm cianjur angkat bicara cianjur cianjur,2022-02-09 05:02:02+00:00
renrencrush, iya ternyata ptm bikin stress juga,2022-02-09 05:02:01+00:00
summerwine_hc,guys karena kita ga dikasih gaji bulan besok minta biskuit waktu ptm ya lumayan bisa makan ptm asik wkwkwkkwkwkwkwk tolong,2022-02-09 05:02:00+00:00
dictionarins,yg udh kuliah skrg ptm atau pjj lagi,2022-02-09 05:01:44+00:00
redlyose,hmmm gmn ya bingung gw tapi lebih suka ke ptm cuma ptm tugas kelompok ga ngotak anj aksgayqbwf tiap hari ada aja kalo pjj tuh susahnya ga ada temensusah ngerti materi,2022-02-09 05:01:29+00:00
seven_floor,belum tau aja di jakarta juga sama anak saya di sekolah berbeda sdh konfirmasi ada covid setelah dilakukan pcr di sekolah makanya di ganti pjj  tapi masih ada sekolah yg ptm ,2022-02-09 05:01:26+00:00
elhajeyn,enakan ptm cape tapi tugas kelar di sekolah,2022-02-09 05:00:18+00:00
kopibobamental,enjoy ptm jadi kadang kelupaan cara menikmati pjj tapi pen pjj,2022-02-09 05:00:10+00:00
jaeshxx_,males ptm banyak tugas,2022-02-09 04:59:56+00:00
1429yz, wish senen ptm,2022-02-09 04:58:57+00:00
livyxoo,siapa yg sekarang ptm,2022-02-09 04:58:41+00:00
0709Kodim,guna mendukung pelaksanaan ptm pada lingkungan sekolah dasar kodim kebumen terus menggelar serbuan vaksinasi bagi anak usia  tahun dengan mendatangi sekolahsekolah yang ada di wilayah kab kebumen salah satunya yang digelar di sdn trikarso dan kec sruweng,2022-02-09 04:58:37+00:00
jisungcow,doain semoga senen ptm stres dirumah,2022-02-09 04:58:16+00:00
convomfs, semenjak ptm galery sender penuh dengan vidiofoto random temen sender yg suka foto foto gajelas ,2022-02-09 04:58:01+00:00
HAY0UNGS0NG,ptm soalnya pjj malah ngebabu,2022-02-09 04:57:58+00:00
honeylkiii,wes bacut mager sg meh ptm njeng wes lali kelas  manggon ngendi,2022-02-09 04:57:39+00:00
yyahmde,suka banget kalau ngajar kelas yang ini mau ptm atau pjj antusias belajar dan keseruannya mereka selalu bagus,2022-02-09 04:57:18+00:00
Cloudysmoody,sekolah gw pjj lagi gk jelas bngt anjrit mending pjj in aja sekalian sampe akhir februari kasus covid lagi naik pake ptm  akhirnya ada yang positif tadi,2022-02-09 04:56:38+00:00
babymoontaeil54,loh kok gitu bukannya kalau ptm gk boleh bawa hp selain ada jadwal tugas osis,2022-02-09 04:56:20+00:00
straunns, ptm karena ptm bisa berinteraksi lgsg sama temanbecanda jadi ngerasa ga sendirimaklum anak tunggal tapi kelemahannya banyak tugas esp tugas kelompok dan waktu udah cape buat di sekolah pjj enak aja belajarnya tenang banyak tugas ttp jalan krn pw di rumah,2022-02-09 04:56:19+00:00
jejeydisini_,ptm sih tapi pengen di sesi lagi,2022-02-09 04:56:13+00:00
sraigec,kalo ptm nyoba ah,2022-02-09 04:55:55+00:00
UGM_FESS,ugmfess skrg ada yg udah bauran belom ptm di kampus fak mana ajaa ya,2022-02-09 04:55:31+00:00
melaiueoo,oalah balik ptm persen,2022-02-09 04:55:06+00:00
rebeccacityx,tinggal menunggu hari malang ptm lagi,2022-02-09 04:54:58+00:00
tarasihh,kalian masih ptm atau udah daring lagii,2022-02-09 04:54:45+00:00
smjaezyy,iya karna ptm bnyk tgs presentasi jdi ga bisa main twitter,2022-02-09 04:54:34+00:00
tvOneNews,siswa terpapar covid sma man medan berhenti ptm,2022-02-09 04:54:33+00:00
shlnemoonlight,ptm karena kalo ptm susahnya kerjain soal bareng bareng jd bisa saling bantu sampe ketemu kalo pjj cuma bisa menganga,2022-02-09 04:54:20+00:00
nanaziiee,gak enak bangett loh pdhl njun minus gara daring thn jadi keseringan liat hppas ptm ga kliatan papan tulis mo nangiss,2022-02-09 04:54:00+00:00
michirunyaa_,minggu depan ptm  lagi onegai,2022-02-09 04:53:25+00:00
etredeese,beneeerrr semoga bisa cepetan ptm deh aku gatau mau ngapain kalo di rumah terus,2022-02-09 04:53:16+00:00
Rikyurin,ini lagi ptm sekarang tpi tdi dikabarin besok mau pjj lgi soalnya ada yg positif,2022-02-09 04:52:24+00:00
jueuncv,pengen ptm pelis,2022-02-09 04:52:05+00:00
heedzeung,wkwkwkwk kmrn rest ptm ya,2022-02-09 04:51:56+00:00
hyuckieyowok_,masih ptm kah semangattt ,2022-02-09 04:51:38+00:00
Euphori4girl,ptm bisa ngobrol trs pas pulang bisa lunch barenggh bisa ke gramed,2022-02-09 04:50:51+00:00
jjkeylv,ptm hbu,2022-02-09 04:50:38+00:00
alexizgp10,ptm ya me awuite ,2022-02-09 04:50:38+00:00
illbeyourhome__,loh masih ptm,2022-02-09 04:50:36+00:00
oskamanelaofc,oska  suka ptm atau pjj niii,2022-02-09 04:50:32+00:00
AkunLonteAussie,org smart ya spt ibu ketua ptm inilgsg pada solusinyabukan muter maju mundur pd masalah nya,2022-02-09 04:50:28+00:00
ffairyandy, aktif ptm maksutnya,2022-02-09 04:49:55+00:00
JihoonieSuk,aku ptm nieee,2022-02-09 04:49:50+00:00
DIVEZNE,kalian yang masih ptm stay safe ya semua sih bukan yg ptm aja pokoknya stay safe stay healthy kalo ga penting bgt jgn keluar ,2022-02-09 04:48:50+00:00
imdhiar_,jarak jauh apa ptm,2022-02-09 04:48:43+00:00
kayynnayc,pjj karena dr kmrn ptm uda drop kali padahal selama pjj jarang bgt sakit dan juga selama pjj aku bisa nyambi belajar yang lain jadii fix enak pjj sih,2022-02-09 04:47:53+00:00
Cheolhao28,i ptm nihhsiyapp,2022-02-09 04:47:41+00:00
hyuckieyowok_,ini masih pada pjjptm kahh sepii bangett,2022-02-09 04:47:41+00:00
neocteu, ptm yhhh,2022-02-09 04:47:40+00:00
noestalsgia,tapi kalo ptm takut juga sama suasana skrg,2022-02-09 04:47:29+00:00
poesiecorel,jumat pramuka ptm  ih males,2022-02-09 04:46:57+00:00
Sunlovl,pjj bisa smbil buat kue ngrawat taneman nyuci piring klo ptm energi gw terkuras jdi capek bngt ampe rumah mager mau ngap ngpain ptm jg seru sie tpi pjj lbih lope klo pjj juga dirumah sndiri jdi kek bebaz gtuh tdi pagi buat pie trs ini baru selse bentuk roti goreng ma donat,2022-02-09 04:46:53+00:00
