,Username,Content,Location,Created at,Month
339,scubbiejac,"@wonniexym iya gilaaa, pas cb ptm itu beneran kaya vibes nya kaesang dkk, terus ini semalem jay begini vibes nya galant bgt buset, kalo kebetulan tp keseringan mah sus juga bdiskhsana",,2022-01-11 12:28:34+00:00,
340,haibundacom,"terdapat enam aturan ptm terbaru berdasarkan kemendikbudristek terkait kasus covid-19. seperti apa peraturan terbaru tersebut? simak selengkapnya yuk, bunda.",Indonesia,2022-01-11 12:28:19+00:00,
341,crawzrichies,"semenjak ptm jadi cepet ngantuk, pulang sekolah sore suka ngantuk berat tapi gak bisa tidur dulu soalnya masi maghrib.. susah begadang padahal harus ngerjain tugas 7-7",,2022-01-11 12:21:43+00:00,
342,iHug94s,kenapasih pjj tugas nulis nya banyak banget..1 paragraf disuruh kasih 30 kalimat dan dibikin 3 paragraf pls gue gak sanggup mending ptm kalo kayak gini ya allah,,2022-01-11 12:16:16+00:00,
343,nanasafeplc,"ya gapapa sih, tp uda nyaman sm ptm plis nnti kalo kbm aku mager lagii aaahhh",17,2022-01-11 12:03:50+00:00,
344,nanasafeplc,"ya gapapa sih, tp uda nyaman sm ptm plis nnti kalo kbm aku mager lagii aaahhh",17,2022-01-11 12:03:50+00:00,
345,aylovekyu,"asli berat badan aku turun 2-3 kg selama ptm, soalnya makannya ga teratur 😿 kadang dua kali sehari, kadang sehari sekali klo malemnya males makan","rant, dnf, dnss!",2022-01-11 12:03:37+00:00,
346,soloposdotcom,"ikuti aturan mendikbud ristek, boyolali siap hentikan ptm di sekolah","Solo, Central Java, Indonesia",2022-01-11 12:03:34+00:00,
347,ramyeonprincess,bismillah riki konon ptm challenge,Malaysia,2022-01-11 11:49:13+00:00,
348,balmorral,"@xeirann @schfess iya sih, cuma sebetulnya kalo disamain sama pas ptm sebelum pandemi juga sama aja kok, cuma perlu waktu aja buat adaptasi lagi. tau kok proses orang orang juga beda beda, cuma ya mau gimana? masa mau tetep stuck disitu situ aja nggak mau nyoba buat adaptasi pake kebiasaan -cont","she/they, unlabeled.",2022-01-11 11:49:01+00:00,
349,backoffsist,besok ptm tidak satu sesi sm teman” ipa ku😔😔😔,me and my 1536227 moods,2022-01-11 11:46:51+00:00,
350,beiwgyu,"gue nunggu tiktok riki challenge paradoxxx atau ptm, kalau bisa dua²nya bareng kak konon😎😎😎",she/her . 16 . 06L . intj,2022-01-11 11:42:02+00:00,
351,HakeemZawar,"@arshad_t584 @aftab85149 jaise ke pmln esp maryumcalibiri sharif family aur chmchy ppp zrdari fmly aur chmchy fazlurhmn ptm(looteray katorre) etc.  pakistan se wafadari hifazat azadi ka halaf utha kar us halaf ka paas rkhne waly har idaare ,fauji jawan o officer ko salam #gumnamheroeskosalam",,2022-01-11 11:36:53+00:00,
352,0407JAY,kangennn sekolahh pgn balik sma 😭😭😭 (pas ptm tapi),she/her ,2022-01-11 11:35:39+00:00,
353,aliadua4u,#ban_pti_arrest_niazi go to hell with your dad satan all pmln ppp anp ptm pdm sab k sab ek number k ghadar e watan lannatullah ellehy,lahore,2022-01-11 11:34:53+00:00,
354,Notorious_Spy,@amal___mfc veedu ktm jilla schl ptm jilla😁hihihi,Eℓ Dσяα∂σ🗡️🔨,2022-01-11 11:27:55+00:00,
355,aremienzin,astaga...buzy betol bah sa..😂😂😂....ada ptm lagi minggu depan 9-11hb nih... lepas tu orentasi pula 22-28hb ...mataii lah...tiket flight ndak beli lagi...,"Kota Kinabalu, Sabah",2022-01-11 11:25:47+00:00,
356,jawapos,"kemendikbudristek keluarkan se no.7 tahun 2022, pemko medan pastikan ptm di sekolah masih berjalan 100 persen",Jakarta,2022-01-11 11:21:43+00:00,
357,Saerikaya,tiba2 tak siap mulai ptm semester depan. siap2 harus shining shimmering,,2022-01-11 11:05:27+00:00,
358,KhizerAliKhan18,@jo_khxn ta ba biya mata ptm ptm ukey,Islamabad Pakistan,2022-01-11 10:48:35+00:00,
359,rikismoles,sekarang gue tiap denger ptm ingetnya jay park anjir cape banget 😭,,2022-01-11 10:44:32+00:00,
360,crscntz,"eh? to be honest, lebih susah ptm fp loh 🤔",🎧 here 👉,2022-01-11 10:39:26+00:00,
361,harian_momentum,"kembali ptm, meja kelas bersekat plastik dan wajib bawa bekal makan | harian momentum",Bandarlampung,2022-01-11 10:16:11+00:00,
362,KhizerAliKhan18,@nukashakhan @jo_khxn ptm hum hakoomat kai dey za kho na uma khabar.,Islamabad Pakistan,2022-01-11 10:14:46+00:00,
363,beritajatimcom,"dprd surabaya minta dispendik masifkan se diskresi ptm terbaru ke sekolah.  surabaya ( – ketua komisi d dprd surabaya, khusnul khotimah, meminta dinas pendidikan  #dprdsurabaya #nadiemanwarmakarim #surabayaraya #peristiwa",Surabaya,2022-01-11 09:58:09+00:00,
364,VyannnzaK,"my lovely biology for this wednesday. took an hour just to re-note everything taught and my will to do other things(alias udah males ngapa ngapain lagi) haha besok masih online, jumat baru masuk offline atau ptm. semoga aja ga di cancel lagi wkwk. #studytwt #studyacc [080322]",busy dreaming abt itb or ugm,2022-01-11 09:28:08+00:00,
365,pensilwarna24,@leothaza moots ptm aku &amp; @pulpenpolos24,,2022-01-11 09:22:32+00:00,
366,Zhaib7,kuch nahi bs papa glti se ptm pr vhale gae the . #taiwan #wwiii #jannat #pakistan #pakistanarmy #pelosi #loveisland2022 #یہودی_ایجنٹ_بےنقاب  #صادق_و_امین_عمران_خان,"Chakwal, Pakistan",2022-01-11 09:21:59+00:00,
367,2803folders,"masi kepo sama muka kamu, trs pas waktu renang aku suru nad buat nunjukin kamu itu yang mana tp aku ngeliat kamu cuma sekilas ga terlalu jelas, akhirnya pas ptm 100% itu aku ketemu kamu trs aku liat kamu, aku bener² kagum sama kamu",,2022-01-11 09:20:12+00:00,
368,puisikulkas,"@schfess gua secircle (6)  ga masuk grgr gejala semua, tp sekolah masih kekeuh gak mau online pdhl di kelas gw 13 org sekaligus ga masuk. ga tau knp sekolah gw ga mau pjj lg itu bikin yg sakit/covid jd ketinggalan byk pljrn. skrng sekolah msh ptm tp makin hari makin byk yg gejala krn ini",,2022-01-11 09:19:11+00:00,
369,RSGaming41,kal to sab gaye  ptm meeting hai☹️☹️☹️☹️ #ptm,,2022-01-11 09:18:19+00:00,
370,edyasf,"@ritafauzh yg penting jgn jd yg diatas, kasihan yg bawah bisa keseleo kakinya menahan beban ketum ptm 😅",Indonesia,2022-01-11 09:15:13+00:00,
371,BidikUtama,"– fakultas hukum (fh) universitas sultan ageng tirtayasa (untirta) telah menetapkan untuk menggunakan kampus sindangsari dan pakupatan dalam skema perkuliahan tatap muka (ptm). akan hal itu, kepala program studi...  selengkapnya :",Jalan Raya Jakarta KM.4 Serang,2022-01-11 09:09:44+00:00,
372,edyasf,@ritafauzh ketum ptm pasti yg dibwh,Indonesia,2022-01-11 08:45:22+00:00,
373,SangNirnyawa,"@aizuddin_twider yep. itu kalau asia tenggara jadi macam balkan. sebab kalau dah jadi macam balkan tu sah2 sabah &amp; sarawak pun keluar,tinggal semenanjung yakni wilayah ptm je jadi dah takde sebab nak kekalkan nama dan identiti ""malaysia"".",,2022-01-11 08:43:54+00:00,
374,mfae21,ptm q pndjo,"Nayarit, México",2022-01-11 08:35:46+00:00,
375,SangNirnyawa,"aku rasa memang ada kemungkinan tinggi ptm akan kembali sebab identiti 'bangsa melayu' pun wujud hasil perjuangan melayu semenanjung.   dan identiti bangsa melayu ni kekal sampai hari ini walaupun ramai cuba nak cipta ""bangsa malaysia"".  identiti bangsa melayu lagi jelas.",,2022-01-11 08:34:20+00:00,
376,kalderanews,"kasus covid meningkat lagi, anak batuk pilek dilarang ptm di sekolah, guru harus vaksin booster -",Jakarta,2022-01-11 07:46:10+00:00,
377,kalderanews,"diskresi ptm dihentikan 5-7 hari, inilah isi lengkap surat edaran kemendikbudristek tersebut -",Jakarta,2022-01-11 07:43:28+00:00,
378,OsamaHameed25,"@basilnabi i'm more interested in the funding details of jui(f), mqm, ptm, tlp, anp, and pk-map (achakzai).",Pakistan,2022-01-11 07:40:40+00:00,
379,TE3SSA,asik minggu depan ptm kids,"she/her, random tweet",2022-01-11 07:38:53+00:00,
380,lavydamie,"nasib ikut pjj, guru fokus sm yg ptm jdiny saya ini ngang ngong ngang ngong",Teuland,2022-01-11 07:27:29+00:00,
381,0734_kodim,"babinsa kelurahan rejowinangun koramil 08 / kotagede kodim 0734 / kota yogyakarta sertu kristanto melaksanakan monitoring survailans ptm pcr dengan giat keramaian tempat di sd rejowinangun i jl. ki penjawi no.12, rejowinangun, kemantren kotagede.",JALAN AM. SANGAJI NO.55 JETIS,2022-01-11 07:21:32+00:00,
382,krocun,@resann25 mingdep ptm lagi yuk harus bisa,,2022-01-11 07:20:10+00:00,
383,ucelgembul,"ptm butuh booster gak, belom booster anjer","Jawa Tengah, Indonesia",2022-01-11 07:12:34+00:00,
384,aisyahjputri,beberapa sekolah kayanya udh memberlakukan ptm ya. nyadarnya karena seliweran postingan mahmud alias mamah muda pada nyiapin bekel buat anaknya pake kotak makan yg lutcu dan gemets banget isinya.,,2022-01-11 06:58:38+00:00,
385,YenYenZeni,@elalexquackity ptm ya duermte,,2022-01-11 06:47:06+00:00,
386,Koramil14SKH,babinsa dampingi pelaksanaan sample swab di mts al-fikri tlogo.  wonosobo - puskesmas sukoharjo 2 melaksanakan sample swab pembelajaran tatap muka (ptm) di mts al-fikri. rabu(03/08/2022).,,2022-01-11 06:44:00+00:00,
387,sirenadecono,ptm tmi,tu corazón,2022-01-11 06:35:02+00:00,
388,shinebieber99,"@heydxtr kalo teknik emg cpet, dlu tmenku jg gitu teknik perminyakan itb masuk ptm patra kl gasalah, namanya haikal bukan? hahaha","Jakarta Capital Region, 23yo",2022-01-11 06:28:54+00:00,
389,IHYUCKB0T,@cyjbxt ptm badta bdhdbfhd, 𔘓  ositos cariñositos gc  𔘓,2022-01-11 06:09:49+00:00,
390,IndahDyah7,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm infrastruktur jokowi hebat,,2022-01-11 06:05:54+00:00,
391,yohana97702180,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm infrastruktur jokowi hebat,,2022-01-11 06:05:02+00:00,
392,DamaiyantiRindu,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm infrastruktur jokowi hebat,,2022-01-11 06:04:16+00:00,
393,westjavagov_,"wagub jabar @pauuruzhanul menjadi pembina apel dan meninjau pelaksanaan pembelajaran tatap muka (ptm) di sman 1 cikarang selatan kabupaten bekasi, rabu (3/8/22).  cc: @disdik_jabar @pemkabekasi   📸: denny f. / © biro adpim jabar #jawabarat #adpimjabar #jabarjuara","Bandung, West Java, Indonesia",2022-01-11 05:45:00+00:00,
394,minikat18,ptm yaaaaaaa 😭😭😭,𝘴𝘩𝘦/𝘩𝘦𝘳,2022-01-11 05:42:00+00:00,
395,SupratmanAndang,"@yulivianazsazsa kalau ini sih, menurut saya cukup logis ya. asalkan pelajar yang dinyatakan kena covid, benar-benar sudah diperiksa oleh dokter yang bisa dipercaya. serta sudah benar dipertimbangkan akan terjadi penularan di sekolah ybs. kalau baru satu-dua sih, spt nya masih bisa ptm. 🙏🙏🙏👇.","Sukabumi, Jabar, Indonesia",2022-01-11 05:31:28+00:00,
396,asonuu_official,@mr_capro ptm yaaaa,España,2022-01-11 05:30:51+00:00,
397,jsusila,"@budimandjatmiko betul mas. ibarat yg satu sekolah daring seumur hidup, sedangkan satunya ptm bs liat  ekspresi guru ketika marah, bs menyentuh jari2nya ketika pembagian material2 praktikum.","Jakarta, Indonesia",2022-01-11 05:25:46+00:00,
398,khnissa_,"dosis 1, dosis 2, booster 1, swab ptm, bian, bias, booster 2. sehat selalu temen2 nakes🤗","Jawa Barat, Indonesia",2022-01-11 05:25:26+00:00,
399,anglgzrd,"shit happens, pero ptm yaaaaa","en tu casa, platt",2022-01-11 05:17:51+00:00,
400,cherryshoot_,@kemdikbud_ri @humastangsel sekolah saya ada 5 murid yang kena covid dan sekolah masih ptm. warga sekolah banyak yang tidak mengikuti protokol termasuk guru guru.,,2022-01-11 05:13:07+00:00,
401,ur_my_yellow_,"@icecreamint @schfess i guess no, soalnya dia sama sekali ga tau apa2🤷‍♀️ bayangkan orang yg wktu smp ga pernah msup 10 besar dan pas sma rank 2 umum. aku ngira dia dah berubah smpe pas wktu pertama kali ujian di skolah setelah ptm dia ketauan nyontek. aku duduk di sebelah dia skrg dan aku ga buta kok🙅‍♀️",🚫dnf. lw tu gx di ajak,2022-01-11 05:10:47+00:00,
402,ur_my_yellow_,"@meowinkiz @schfess i guess no, soalnya dia sama sekali ga tau apa2🤷‍♀️ bayangkan orang yg wktu smp ga pernah msup 10 besar dan pas sma rank 2 umum. aku ngira dia dah berubah smpe pas wktu pertama kali ujian di skolah setelah ptm dia ketauan nyontek. aku duduk di sebelah dia skrg dan aku ga buta kok🙅‍♀️",🚫dnf. lw tu gx di ajak,2022-01-11 05:09:49+00:00,
403,thiagooomm,@anahoover_ jahsjahajaajajajajahajahajahajahajajaja ptm oeeeee,,2022-01-11 05:05:42+00:00,
404,mediojktopera,"yo sabia hija de puta ajksjakas ptm que bronca. gud nai, tkm.",Taehyung,2022-01-11 04:54:39+00:00,
405,chocopeanutjam,hah ap gmn bgmn hah ayo cpattt cover ptm 😭😭😭😭😭😭😭😭😭,un1ty-enhypen,2022-01-11 04:50:37+00:00,
406,dessssssssy,"seakan uang spp kurang mahal, skrg tiap kali ptm trus ada yang positif, langsung semua harus di pcr.  ckk ckk ckk.",Indonesia,2022-01-11 04:40:50+00:00,
407,tirarostia,ptm lagi = nyeri suku 🥲,Pandeglang - Bandung,2022-01-11 04:35:11+00:00,
408,ioznapitsgaby,ptm ya,Honeymoon Ave.,2022-01-11 04:30:19+00:00,
409,Strock_nwn,ptm cuando me dan mi glow up?,,2022-01-11 04:27:19+00:00,
410,dailydiaryfeb,"trs ngerasa minder juga krn ternyata banyak yg pinter pas ptm gini, jadi makin males deh",,2022-01-11 04:25:31+00:00,
411,dailydiaryfeb,"apa cuma gue yg rajin bgt pas pjj, eh pas ptm bawaannya males bgt",,2022-01-11 04:24:51+00:00,
412,JosePabloArcin1,"tqm, ptm","Tula de Allende, Hidalgo",2022-01-11 04:06:36+00:00,
413,littleclxrence,ptm kuri,GPI,2022-01-11 04:00:26+00:00,
414,jawapos,penghentian ptm cuma satu kelas jika ada kasus baru,Jakarta,2022-01-11 03:58:05+00:00,
415,PAUDDikdasmen,dukungan yang diberikan giz antara lain:   1. memberikan bantuan sarana cuci tangan serta poster-poster dalam mendukung persiapan satuan pendidikan pada saat akan kembali menyelenggarakan ptm.  2. mengembangkan dasbor sanitasi sekolah bersama tim dapodik,Jakarta Capital Region,2022-01-11 03:55:09+00:00,
416,quacktizuku,@bkgspicy ptm angie,any % prn,2022-01-11 03:50:06+00:00,
417,flores_shean,"ptm se me perdió mi porta vasos del bote, smn cómo leyeron, se me perdió cuando salí a correr ༼;´༎ຶ ۝ ༎ຶ༽, se me perdió la de mi bote favorito... y el otro esta bien pinche culero (-̩̩̩-̩̩̩-̩̩̩-̩̩̩-̩̩̩___-̩̩̩-̩̩̩-̩̩̩-̩̩̩-̩̩̩)",,2022-01-11 03:37:37+00:00,
418,infocimahico,dinas pendidikan kota cimahi bakal menutup sementara aktivitas pembelajaran tatap muka (ptm)  jika kasus positif covid-19 di sekolah sudah melebihi angka 5 persen. keputusan tersebut merujuk pada surat edaran menteri mendikbud-ristek nomor 7 tahun 2022.,"Cimahi Tengah, Indonesia",2022-01-11 03:33:06+00:00,
419,danymedrano2,@roy_yanez18 jahajahajahahahahahahajajajahahaj ptm,"Mty,Mx",2022-01-11 03:32:24+00:00,
420,Dewiabdul6,perlu diajarkan disiplin prokes selama sekolah. infrastruktur jokowi hebat,"Gorontalo, Indonesia",2022-01-11 03:28:04+00:00,
421,kumparanMOM,mendikbud nadiem makarim mengeluarkan diskresi pelaksanaan tentang panduan penyelenggaraan pembelajaran di masa pandemi covid-19 terbaru.   #kumparanmom #momsupdate #covid19 #ptm,,2022-01-11 03:27:40+00:00,
422,bubbIetaro,@theboyjhope ahjdjekxkwoksksk ptm,j-hope ⭒ bts,2022-01-11 03:25:47+00:00,
423,HanyaSuaraBiasa,@asui_shiteru anak perlu diajarkan disiplin prokes selama sekolah ptm.infrastruktur jokowi hebat,"Aceh Tengah, Nangro Aceh Darus",2022-01-11 03:18:17+00:00,
424,murianewscom,"ptm sukun genjot fisik dan teknik, persiapan ke jakarta  selengkapnya klik tautan berikut ini #infoolahraga #atletptmsukun #ptmsukun","Kudus, CJ, Indonesia",2022-01-11 03:13:41+00:00,
425,HarianKicau,@_samaraporto anak perlu diajarkan disiplin prokes selama sekolah ptm.infrastruktur jokowi hebat,"Kota Banda Aceh, Nangro Aceh D",2022-01-11 03:12:02+00:00,
426,TVMuhammadiyah,"fip akan mendukung keberlangsungan dan prestasi dari seluruh atlet,” tutup azmi.  sumber:   #muhammadiyah #aisyiyah #tvmuhammadiyah #tvmu #ptm #olahraga #atlet #umj #pendidikan",Jakarta Capital Region,2022-01-11 03:11:19+00:00,
427,bcaz15,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm infrastruktur jokowi hebat,Denpasar Bali,2022-01-11 03:08:58+00:00,
428,NegeriJejak,@putripa515 anak perlu diajarkan disiplin prokes selama sekolah ptm.infrastruktur jokowi hebat,,2022-01-11 03:06:58+00:00,
429,JambiSorot,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm  infrastruktur jokowi hebat,,2022-01-11 02:54:09+00:00,
430,FitriaLilla,ptm harus terapkan prokes ketat  infrastruktur jokowi hebat,"Tungkal Ilir, Indonesia",2022-01-11 02:51:24+00:00,
431,NVetsin,@31farelalif @duhneshh coy gc kan mau ptm di awal september,,2022-01-11 02:46:14+00:00,
432,danielatrejorr,ptm que flashback 🙃,,2022-01-11 02:45:24+00:00,
433,hafgo300,ptm mi cita aaaaaaaaaaq,,2022-01-11 02:41:58+00:00,
434,TeaTeacyt0,"my song, ptm",,2022-01-11 02:41:06+00:00,
435,T1Borero,@eeintan68 anak perlu diajarkan disiplin prokes selama sekolah ptm.,,2022-01-11 02:37:41+00:00,
436,idnjaya89,radar bogor : penghentian ptm hanya berlaku di kelas yang menjadi klaster,,2022-01-11 02:30:08+00:00,
437,DrunTamvan,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm  infrastruktur jokowi hebat,,2022-01-11 02:27:06+00:00,
438,wifehweseung,ptm q guapo es jaehyun 😍,,2022-01-11 02:19:01+00:00,
439,Jaesajaesa,@tanyakanrl sebelum ptm offline setiap hari minggu pasti selalu tidur 12 jam,"Kwangya, SMCU",2022-01-11 02:18:32+00:00,
440,MargarethSaalam,anak perlu diajarkan disiplin prokes selama sekolah ptm.infrastruktur jokowi hebat,,2022-01-11 02:03:20+00:00,
441,Manusya_asliii,"gimana rasanya ptm? gw setelah bertahun-tahun dari jadi takut ptm, soalnya keknya dosennya killer.",,2022-01-11 02:01:32+00:00,
442,EZMO_7,@albatroz_x gagagagagagaga ptm a mamarla!!🤣🤣🤣,                    Te sigueㅤㅤ,2022-01-11 01:44:44+00:00,
443,tdhstudy,@accedisiambis22 aku sejak pandemi emang ngerasa kesusahan buat memahami dasar materinya. kadang ptm kadang pjj. ga konsisten dan bikin stress sendiri. ga nyantol dikit pun. mana kemaren ambil yang ga realistis. semoga tahun depan dapat. kamu semangat yaa 😊,,2022-01-11 01:40:01+00:00,
444,PRFMnews,kemendikbudristek terbitkan surat edaran terbaru terkait ptm di tengah kenaikan covid-19,"Bandung, West Java, Indonesia",2022-01-11 01:35:39+00:00,
445,suarantbcom,"siswa terindikasi positif covid-19, ptm akan jalan terus","Mataram, Nusa Tenggara Barat",2022-01-11 01:31:25+00:00,
446,DinkesIndramayu,kegiatan screening deteksi dini faktor resiko penyakit tidak menular pada instansi tempat kerja di kecamatan kandanghaur dan bongas oleh puskesmas kandanghaur dan sidamulya.  semoga dapat meningkatkan hasil capaian cakupan ptm yang menjadi daya ungkit indikator spm.,"Indramayu, Indonesia",2022-01-11 01:12:32+00:00,
447,genio_asies,@laurahbss ptm aajdjwk,,2022-01-11 01:10:03+00:00,
448,tiramisuaddictt,@magunugu -untui ptm blm ada infonya ya nak🤡,,2022-01-11 01:06:41+00:00,
449,JabarPublisher,"inilah isi se mendikbud, terkait aturan baru ptm, kbm diberhentikan jika ada siswa positif covid-19 di sekolah",Subang JABAR Indonesia,2022-01-11 00:50:16+00:00,
450,notthatfem,@reistormm ptm ✨habich✨,lima limon,2022-01-11 00:47:31+00:00,
451,thaliasinacent0,"@sofpalmaa ptm bestie, sending love &lt;3",lazytown,2022-01-11 00:39:13+00:00,
452,LadikaRatu,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm  infrastruktur jokowi hebat,Sulawesi Tengah,2022-01-11 00:26:59+00:00,
453,LadikaRatu,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm  infrastruktur jokowi hebat,Sulawesi Tengah,2022-01-11 00:26:32+00:00,
454,iffahkhalilah,"next month nak setahun dah..takda ptm tak sah jawatan la:,))sambung belajaq ke mana dah la",Penang,2022-01-11 00:06:28+00:00,
455,iffahkhalilah,"dua batch junior kau ptm dah:,) apa la nasib student time covid tinggi mendadak ni:,) moga dipermudahkan",Penang,2022-01-11 00:06:04+00:00,
456,elyanah_lia,@indihomecare alasannya karena sekarang sekolahnya sudah milai ptm jadi double untuk biaya internetnya,,2022-01-11 00:05:38+00:00,
457,iffahkhalilah,"harap nama naik list ptm kali ni tpi risau benar,sbb takut kena tarikh aku cuti:,) nauzubillah",Penang,2022-01-11 00:05:36+00:00,
458,hariankompas,selamat pagi sahabat kompas. program pemberian vaksin booster atau dosis penguat jadi sorotan utama kami. informasi selengkapnya dapat anda baca di harian kompas dan  #adadikompas,"Palmerah, Jakarta",2022-01-11 00:00:00+00:00,
459,_TanahMerah_,aturan terbaru ptm dari kemendikbudristek  #mendukungpembangunannkri,,2022-08-02 23:59:10+00:00,
460,SofiAgustia1,@schfess kalo online bukannya juga ngeluh banyak tugas nder? sudah 2 tahun onlen harusnya udah ambil hikmahmya kalo mau ptm/pjj tetap capek sekolah tuh.,😀,2022-08-02 23:57:54+00:00,
461,itsufo0,"@schfess jujur waktu itu pas ptm terbatas pulang jam segitu itu materi banyak ketinggalan nder, kurang efektif juga menurutku. tapi kalo soal masalah tugas ya gimana ya",,2022-08-02 23:43:08+00:00,
462,knightcrawIerr,kwira kyk anjing gua sumpahin gabisa ptm 🖕🖕🖕,,2022-08-02 23:38:04+00:00,
463,bundo_lenny,"kawan, walas 4sd, curhat bhw saat awal ptm kmarin trlihat kmampuan siswa2 stlh pandemi sama sprti sebelum pandemi. jd stuck 2thn. pdhl nilai bagus2. ya semua jg tau siapa yg garap pr atau bhkn ujian. dan kmarin sy lihat lgsg siswa 2sd yg menulis nama sendiri dgn kepayahan.. hiks","Bekasi, Indonesia",2022-08-02 23:37:25+00:00,
464,felixs_mailof,nsndndnfn ptm si,Ecuador,2022-08-02 23:24:23+00:00,
465,studykook,"akhirnya punya kesempatan buat belajar lagii, kalau ptm kadang gapunya waktu belajar, tp klo pjj makin susah buat ngertiin pelajaran, pusyenggg",,2022-08-02 22:53:45+00:00,
466,biIlieminovia,ariiiii ptm me kgue,,2022-08-02 22:52:56+00:00,
467,simpdeHyunjin20,ptm ji,,2022-08-02 22:42:44+00:00,
468,stacrt,eh kok ada yg ga ptm lagi cok online??,blondies,2022-08-02 22:42:24+00:00,
469,sleepy_puto,ptm no le puse texto ni pedo uwu,en un pinche cerro perdido,2022-08-02 22:38:34+00:00,
470,fitriamaliae,sudah ptm 100% full :),"Gresik, East Java, Indonesia",2022-08-02 22:31:31+00:00,
471,CharlesSebas17,@fernandlxs17 nadeko*ptm,Hanekawa,2022-08-02 22:29:42+00:00,
472,carnobaraa,"egois banget anjir, iya gue tau banyak yang pengen offline, ya tapi mikir kek pemerintah, banyak juga siswa siswi yang kena covid tp gak ditindak lanjuti kedepannya kaya gimana, malah ada yang sekolahnya sama sekali bodo amat &amp; tetep ptm",,2022-08-02 22:23:30+00:00,
473,budin_de_p4n,"@leooivo @blueforger_ ptm leo, misaka mikoto 🗿",𝐈 ♡ 𝐌𝐚𝐫𝐢𝐧,2022-08-02 20:58:17+00:00,
474,PkovacicV,@orbisa35 @recisneros ptm!!! da risa ya!!,,2022-08-02 20:22:23+00:00,
475,RanaBil10485167,ptm k you is changed regime per ehsan hei. us k 2 votes k saharey se y kharri hei. khud pdm ki sari parties ki funding bhi udher se hi hoti hei. election commission in k personal khadim hei.,,2022-08-02 20:12:16+00:00,
476,neverstory25,@jinnieslover_ ptm wey hkvnl3rkn,,2022-08-02 19:58:14+00:00,
477,pteiji,jslsksjakakak ptm youtube,愛してるって言わなきゃ殺す,2022-08-02 19:32:00+00:00,
478,danubioazulado,@elantenor oeeeeeeeeeeeeeeeeeee ptm,"Lima, la horrible.",2022-08-02 19:27:22+00:00,
479,brunodamayo,oe ptm😍😍,Lima - Trujillo,2022-08-02 19:26:50+00:00,
480,AlpJazbati,funding of mullata diesels juif mqm ptm tlp pml n ppp ? #foranfunding,,2022-08-02 19:18:56+00:00,
481,manyaditadecono,ptm ajajajjajajw im shook,"Lima, Peru",2022-08-02 18:21:20+00:00,
482,axorcus,@kadilarana kadi ptm,she/her,2022-08-02 18:12:19+00:00,
483,sanssgf,sunpah dah tdi liat bangsen koper ptm aja w nangis terus ini ngepull pc ks hee terus ka hee di panggil mas jiwa youn1engene gw meraung raung,,2022-08-02 16:59:51+00:00,
484,nazim_92_11,"ab ak ""domicile"" ki bdmashi nai chly ge.. agr ptm ban ho skti ha tlp ko ban krna ka plan ha to pti ko b sbq sikhaya jai @hamidmirpak, @talathussain12 #فارن_فںڈنگ_ٹھس",,2022-08-02 16:52:20+00:00,
485,whyankur,@gar_avinash fatti padi rehti thi ptm ke time meri to,🇮🇳 India ,2022-08-02 16:47:03+00:00,
486,frecklesgrizell,"@sluttybroccoly semenjak mau ujian sekola waktu itu dah malas btul, trs skrg banyak yg udh ptm old moots ak pada close 😔",h,2022-08-02 16:39:37+00:00,
487,iWOOSMIC,tw amo wooyoung tanto ptm,✧˖ *࿐ she  ˚  𝅄,2022-08-02 15:57:20+00:00,
488,kimrhxdes,@heimyrush gm la ptm,,2022-08-02 15:48:27+00:00,
489,Mapleru_,"@_yukiko9 ptm, ya me puse horny",México,2022-08-02 15:47:36+00:00,
490,haechanbogorr,"@artemisstudy iyaa clar, anak kelas aku jg banyak yg sakitt. trs guru guru ada yg ngedrop jugaaa, semoga ptm lagi deh😔. makasii yaaa claarr, km juga yaa🤍",she/her,2022-08-02 15:37:26+00:00,
491,remahangogi,@berlianafajrnt gw setiap mikirin 4lpu5 yg masih bala ptm,,2022-08-02 15:28:37+00:00,
492,fshideto,ptm me caga jekrkejwkrkejwjwjekfk.,frutisapito. ♡,2022-08-02 15:24:14+00:00,
493,sseoungiz,"sblm covid selalu pesen soto pake sate²an tanpa nasi trs minum nya es jeruk, pas kmrn ptm lbh sering bawa dr rumah tp kdg jg beli cilor kl lg pengen",2789,2022-08-02 15:22:49+00:00,
494,xjhstudyz,@sydlogic skrg ak masih selang seling ptm daring karena ada pembangunan kelas kelas di sekolah🥲🥲🥲🥲,06L,2022-08-02 15:19:03+00:00,
495,Nabeelbskr,@hasnageming paling indah tuh jaman ptm sampe jam 12 udah top bgt anjg,,2022-08-02 15:14:14+00:00,
496,Ricardo_C_,@irvfloyd_ @arerrabsolrac @flowright182 ptm uwu,,2022-08-02 15:08:39+00:00,
497,Gaslyxth,ptm sebastian,,2022-08-02 15:04:27+00:00,
