Username,Content,Created at
ribedpol,di prank gak si pertemuan tatap muka ni,2022-01-05 11:45:33+00:00
pltkmrbn,ut kuliah tatap muka sejak kapan seinget gue ut cuma ngadain tutorial tatap muka bukan kuliah tatap muka itu pun cuma kali pertemuan sebelum akhirnya uas mohon pencerahannya ,2022-01-05 10:11:30+00:00
lilyeflowr,meanwhile yang kerjanya di lingkungan kampus atau sekolahan baru mulai pertemuan tatap muka gimana mau wfh ,2022-01-05 00:00:55+00:00
yusufgunawan,betul amp sdn pandanwangi,2022-01-04 23:32:14+00:00
hariankompas,lima murid dan seorang guru sma negeri  palangkaraya terkonfirmasi positif covid pihak sekolah pun akan melaksanakan pembelajaran jarak jauh dan membatalkan pertemuan tatap muka,2022-01-04 22:15:00+00:00
_putrilest,sebagai pengajar bimbel jadi tahu kalau circle penularan covid di sekolah udah mengarah ke parah semuanya berawal dari kebijakan  ptm pertemuan tatap muka minggu ini siswa bimbelku udah ada beberapa yg kena kemungkinan besar circle sekolah karena yg dateng ptm pd kena,2022-01-04 15:02:32+00:00
tempodotco,presiden china xi jinping mengadakan pertemuan tatap muka dengan presiden rusia vladimir putin di tengah ketegangan dengan negaranegara barat akibat memanasnya situasi di ukraina,2022-01-04 14:54:12+00:00
RantiSaff,ri setuju bu puan ga perlu memaksakan buat pertemuan tatap muka  kesehatan perlu jd prioritas,2022-01-04 13:28:23+00:00
fadieltunru,ii uhuy kurleb sama kbtlan skrg lgi ngambil  reguler di ut pilihannya ada kelas reguler atau full online kelas reguler sbnarnya online jg cm bedanya ada tatap muka  tiap semester skrg krn pandemi pertemuan ttp muka diganti msteamszoom,2022-01-04 13:19:38+00:00
mediaindonesia,pemerintah kota surabaya jawa timur akhirnya menerapkan kebijakan pertemuan tatap muka ptm  bagi sekolah dasar sd dan smp menyusul meningkatnya covid varian omikron,2022-01-04 11:43:37+00:00
xpresso2urlatte,haii take care ya mutual ku angka harian covid mulai meningkat mulai tingkatkan prokes dan hindari pertemuan tatap muka sebisa mungkin lindungi diri anda lindungi keluarga lindungi kita semua maybe it sounds like bullshit but heck yeah the shit is here,2022-01-04 08:33:38+00:00
DarulAqron,hanna its malah mulai pertemuan tatap muka mulai feb ,2022-01-04 07:46:26+00:00
JYPESARIMI,ptm pertemuan tatap muka pjj pertemuan jalan jalan,2022-01-04 04:47:13+00:00
tolis_res,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-04 00:22:08+00:00
ayahojakhehe,pertemuan tatap muka woi  pjj pembelajaran jarak jauhhhh,2022-01-04 00:04:19+00:00
MamujuPolresta,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 11:35:35+00:00
arioadimas,tapi keputusan untuk tetap pertemuan tatap muka di momen seperti ini menyeramkan juga ya apalagi beberapa teman bilang kemungkinan besar mereka tertular justru dari anak,2022-01-03 11:04:48+00:00
himanistikunri,poinpoin penting terkait ketentuan pelaksaan pertemuan tatap muka terbatas dapat dilihat pada surat edaran yang telah ditampilkan pada slide silahkan diunduh dengan klik link dibio yaa wassalamualaikum wrwbshalomom swastyastunamo buddhayasalam kebajikan ,2022-01-03 09:20:17+00:00
himanistikunri,berikut surat edaran terkait petunjuk operasional pelaksanaan pertemuan tatap muka terbatas ptmt semester genap ta ,2022-01-03 09:20:05+00:00
kompascom,melalui diskresi ini pemerintah daerah bisa mengubah pertemuan tatap muka ptm di sekolah yang awalnya persen menjadi ptm persen,2022-01-03 09:11:06+00:00
ResBangka,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 08:12:48+00:00
Christo34642761,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 06:38:40+00:00
pipafaustin2,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 06:22:40+00:00
PolsekUlin,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan vaksinasi cegah pandemi,2022-01-03 06:13:37+00:00
polresbjb,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 05:51:49+00:00
Res_bateng,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 05:42:14+00:00
kripanus,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 05:20:02+00:00
Rezky0031,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 05:11:25+00:00
sikka_polres,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 04:38:30+00:00
CantikJenong,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 04:38:14+00:00
HumasPkp,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 04:36:40+00:00
humasresmabar,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 04:21:17+00:00
PolresNunukan,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai vaksinasi cegah pandemi,2022-01-03 03:50:49+00:00
polribelitung1,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari,2022-01-03 03:48:52+00:00
HUMASPOLRESEND4,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 03:42:29+00:00
MalinauSat,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 03:23:00+00:00
Polsekmenggala1,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 03:15:23+00:00
HumasResmal,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 03:01:10+00:00
BabarPolres,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 02:43:48+00:00
bidhumaskalsel,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 02:36:04+00:00
JakaSapp,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 02:32:15+00:00
ErzaSca38,pertemuan tatap muka belajar mengajar telah di mulai yuk jangan lupa tetap patuhi prokes agar mencegah penyebaran virus covid vaksinasi cegah pandemi,2022-01-03 02:30:01+00:00
sanasalea,jadi untuk pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 02:30:01+00:00
NHertlifilla,pertemuan tatap muka belajar mengajar telah di mulai yuk jangan lupa tetap patuhi prokes agar mencegah penyebaran virus covid vaksinasi cegah pandemi,2022-01-03 02:30:01+00:00
WendyGracias3,pertemuan tatap muka belajar mengajar telah di mulai yuk jangan lupa tetap patuhi prokes agar mencegah penyebaran virus covid vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
Capricornkun1,pertemuan tatap muka belajar mengajar telah di mulai yuk jangan lupa tetap patuhi prokes agar mencegah penyebaran virus covid vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
Novia_Qorysna08,meski pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun kita harus selalu ingat ya untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran corona vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
happysteve16,pertemuan tatap muka belajar mengajar telah di mulai yuk jangan lupa tetap patuhi prokes agar mencegah penyebaran virus covid vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
MarvelCarla,pertemuan tatap muka belajar mengajar telah di mulai yuk jangan lupa tetap patuhi prokes agar mencegah penyebaran virus covid vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
sannyyuwono,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai jadi selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
pieipa,seperti kita tahu bahwa pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai tetap untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid ya guys vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
grayhertifilla1,pertemuan tatap muka belajar mengajar telah di mulai yuk jangan lupa tetap patuhi prokes agar mencegah penyebaran virus covid vaksinasi cegah pandemi,2022-01-03 02:30:00+00:00
humaspolsulteng,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms vaksinasi cegah pandemi,2022-01-03 02:28:36+00:00
BIDHumas_SB,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 02:25:18+00:00
HumasResMajene,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 02:23:12+00:00
BeltimSi,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 02:16:14+00:00
BabelBid,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai vaksinasi cegah pandemi,2022-01-03 02:13:41+00:00
nayubukannaya,pertemuan tatap muka,2022-01-03 01:48:07+00:00
caeviory,pertemuan tatap muka,2022-01-02 14:19:27+00:00
PDI_Perjuangan,diantaranya pertama kegiatan pertemuan secara tatap muka di lingkungan skpd masingmasing dibatasi maksimal  dari kapasitas ruangan atau aula kedua pelaksanaan apel pagi ditiadakan,2022-01-02 13:53:22+00:00
RRIPro1Jogja,tunggu instruksi resmi soal pembatasan pertemuan tatap muka di gunungkidul masih  lewat coid,2022-01-02 11:49:16+00:00
onnygiri,ini udah banyak kasus kok pertemuan tatap muka sekolah masih ada yg ,2022-01-02 05:07:25+00:00
Bantrang305,pak gubernur seiring dengan lonjakan kasus covid di dki jakarta apakah ada kebijakan untuk memberhentikan sementara sekolah dengan metode pertemuan tatap muka ptm di dki jakarta demi kemaslahatan bersama seluruh masyarakat terima kasih,2022-01-02 03:36:04+00:00
nuggydes,kampus baru aja mau mulai pertemuan tatap muka nah ini omicron dimana mana sett dah,2022-01-02 03:18:58+00:00
milkiimoon,yakan aku kemarin ngebug  ptmt pertemuan tatap muka terbatas kukira terbatas alias zoom whdbehdjekd,2022-01-02 01:34:23+00:00
milenpage,pertemuan tatap muka kak,2022-01-02 00:57:45+00:00
jwellyo,ini dosen nya tipe tipe yang tiap pertemuan ada tugas mana bakal tatap muka lagi,2022-01-02 00:44:28+00:00
milkiimoon,iya kan kemarin tuh kukira pertemuan tatap muka terbatas terbatas alias zoom dah lah cape,2022-01-02 00:22:35+00:00
lolosptn2022,ptm  pertemuan tatap muka pjj  pembelajaran jarak jauh,2022-01-01 18:14:02+00:00
panduism,kelas semester ganti guru masih daring dan kerjaannya cuman share video dari yt dan ngasih latsol nilai  aja ga bagus juga kelas semester dapet guru yg selama ini punya image galak taunya pertemuan pertama tatap muka jelasin sudut yang dikaitkan gerakan sholat wkwkw,2022-01-01 14:22:56+00:00
lsyuxwtnb,pertemuan tatap muka anjrt,2022-01-01 07:12:56+00:00
GoRiauCom,pekanbaru  dinas kesehatan diskes kota pekanbaru menjelaskan agenda rapid tes bagi siswa yang menerapkan pertemuan tatap muka ptm persen hanya seb,2022-01-01 03:35:42+00:00
seven_floor,belum tau aja di jakarta juga sama anak saya di sekolah berbeda sdh konfirmasi ada covid setelah dilakukan pcr di sekolah makanya di ganti pjj  tapi masih ada sekolah yg ptm ,2022-01-09 05:01:26+00:00
Cloudysmoody,sekolah gw pjj lagi gk jelas bngt anjrit mending pjj in aja sekalian sampe akhir februari kasus covid lagi naik pake ptm  akhirnya ada yang positif tadi,2022-01-09 04:56:38+00:00
tvOneNews,siswa terpapar covid sma man medan berhenti ptm,2022-01-09 04:54:33+00:00
kalesangmedia,siapsiap siswa di ternate ptm  jika jumlah inveksi covidnaik,2022-01-09 04:45:41+00:00
Redaksi_5News,siswa dan guru terpapar covid semarang hentikan ptmsementara,2022-01-09 04:28:35+00:00
smk_krisaka,hari ini rabu februari telah dilaksanakan sidak di smk kristen klaten oleh tim satgas covid kabupaten klaten hasil sidak baik dan sudah mentaati protokol kesehatan sehingga tetap bisa melanjutkan kbm dengan ketentuan ptm ,2022-01-09 04:24:34+00:00
wqngsheng,ak hrusnya minggu ini ptm mlaah di cancel krn yg gelombang ank klas sblah ada yg covid huft,2022-01-09 03:58:48+00:00
Tribun_Solo,ptm di sdn tawangsari karanganyar disetop ada siswa terpapar covid lewat solo,2022-01-09 03:56:10+00:00
happinessdep,lah  libur  lg naik covid tmenku yg ptm jdi libur,2022-01-09 03:43:58+00:00
ulasan_co,disdik bintan tak ingin gegabah terapkan ptm persen saat kasus covidmeningkat,2022-01-09 03:36:21+00:00
alwayswinnx,bisa bisanya besok ptm pdhl ada yg kena covid,2022-01-09 03:32:57+00:00
azkadotid,kasus covid kembali naik perhatikan faktor penting berikut untuk melindungi anak saat ptmterbatas,2022-01-09 03:11:03+00:00
ngopibareng_id,siswa covid ptm sdn wonorejo situbondo dihentikan,2022-01-09 02:51:33+00:00
IDNTimesJabar,waspada penularan covid di lingkungan sekolah,2022-01-09 02:38:02+00:00
depok_pos,selama ptm terbatas di depok siswa dan guru terpapar covid,2022-01-09 02:30:53+00:00
wiji_lestariiii,bapak gubernur bagaimana dengan ptm anak sekolah di depok pak dengan angka covid yang semakin meningkat mohon ditinjau kembali terimakasih,2022-01-09 02:29:52+00:00
GoSumutdotcom,pasca lonjakan covid pembelajaran di toba kembali ptm terbatas sekolah terkonfirmasi positif persen daring,2022-01-09 02:27:02+00:00
RirinArini22,menuju kejayaan nusantara meingkatya kasus peyebaran covid adiem terbitkan diskresi ptm terbatas,2022-01-09 02:25:10+00:00
AstridTri4,menuju kejayaan nusantara meingkatya kasus peyebaran covid adiem terbitkan diskresi ptm terbatas,2022-01-09 02:25:07+00:00
RioAbidin2,menuju kejayaan nusantara meingkatya kasus peyebaran covid adiem terbitkan diskresi ptm terbatas,2022-01-09 02:25:03+00:00
trdhnrdr,baru kepikiran yaa kalo mahasiswa yg rantau trus pas ptm kena covid siapa yg ngurus  aku yg kena pas daring aja keteteran,2022-01-09 02:14:05+00:00
luc_vany,klo kami udh lama ptm tapi krn ada org siswa siswi yg kena covid kami daring lagi,2022-01-09 01:41:47+00:00
Radar_Cirebon,jakarta  komisi perlindungan anak indonesia kpai melaksanakan survei singkat yang diikuti oleh  partisipan suvei tersebut mengungkap persepsi orangtua terkait dengan,2022-01-09 01:31:00+00:00
ivooxid,kasus covid kembali melonjak mendikbudristek diminta perhatikan penerapan ptm,2022-01-09 01:28:16+00:00
cuteasmoo,di kotaku belum ada berita kenaikan covid gt katanya masih aman jadi ptm ,2022-01-09 01:23:59+00:00
yourkento,kita cuman disuruh baca buku paket doang dan jamkos enaknya kalau ada temen lah ini temen gua pada tidur dan ptmnya  jadi kelas sepi banget haha dan temen gua banyak yang ijin gak ptm karena covid naik tau gitu gua ijin juga aja haha menyesal,2022-01-09 01:11:15+00:00
Obiulp,bertebaran hari ini berita kasus covid naik bahkan sekolah ku juga dari minggu ini sudah kembali di sesi yang alhamdulillah nya masih diizinkan ptm oleh dinas setempat dan berita kasus naik ga cuma di indo diluar negri pun kasus lagi naik kan ya dengan segala varian yg ,2022-01-09 01:04:55+00:00
InfoBDL, guru dan murid terpapar covid ptm terbatas di bandar lampung dan way kanan dihentikan,2022-01-09 00:58:05+00:00
yourkento,iya tapi ini ptm  aja jadi ada yang pjj ada yang ptm dan temen juga banyak yang ijin juga karena gak dibolehin karena covid naik,2022-01-09 00:50:12+00:00
bininyaSM,q uda nyaman ketemu tementemen jugaa tapi ya gimnaa lagii semenjak ptm emang banyak bngt yg lepas masker kalo di sekolah trs mana hobinya keluar teruss pantes aja kasus covid di sekolah pada naik ,2022-01-09 00:48:05+00:00
Yuni_kisanti,mahasiswa baru mulai masuk kampus udh sewa kos untuk setahun eh tiba kebijakan baru kuliah daring lagi kebijakan yg tdk pasti gagap dari awal sebenarnya memang banyak pihak yg mewanti wanti ptm  butuh kebijakan yg sigap dan serius dalam mengatasi covid yg sdh menahun,2022-01-09 00:17:07+00:00
gbbyyy12,covid lg melonjak bgt ko bsnya tmngua pd ptm knp skola gua pjj minggu anj kan jd iri moga aja mingdep jdwalnya dirubah buat ptm kls la ya bgst,2022-01-08 23:53:50+00:00
mulbewry,ko bs ada skul yg brani bgt ptm pdahal lg naik bgt ni covid,2022-01-08 23:49:09+00:00
medianaFS,peserta didik positif covid disdik pekanbaru sudah hentikan ptm di dua smp,2022-01-08 23:47:07+00:00
SINDOnews,siswa terpapar covid smp negeri gresik hentikan ptm ,2022-01-08 23:44:06+00:00
SINDOnews,gegara orang tua siswa positif covid ptm di sman lembang dihentikan ,2022-01-08 23:23:59+00:00
kompascom,penularan covid dari klaster pembelajaran tatap muka ptm di solo jawa tengah terus meningkat,2022-01-08 23:22:05+00:00
aruman77447998,kebijakan jam ptm sekolah yg perlu dievaluasi dipertimbangkan kembali adalah adanya bawa bekel nasi utk makan siang di sekolah rasa ne to kurang pas di saat covid cenderung naik kembaliapa saat mkn siswa pake masker  resiko penularan perlu diitung  twit,2022-01-08 23:21:49+00:00
KompasTV,puluhan pelajar di banjarmasin positif covid ptm digelar secara terbatas ,2022-01-08 23:05:07+00:00
murianewscom,lonjakan kasus covid menghantui ptm kudus tetap berjalan selengkapnya klik tautan berikut ini,2022-01-08 22:03:22+00:00
ferdymad,terbukti selama pembukaan ptm  yg terkesan dipaksakan itu saat itu anak sd jelas belum divaksinasi apalagi vaksinasi lengkap  dan benar akhirnya banyak anak sekolah yg terinfeksi covid ,2022-01-08 21:42:01+00:00
sofyandjn,ptm ditunda lagu juga min karena covid kemungkinan besar kkn nya juga ditunda kali min ,2022-01-08 18:20:15+00:00
Radar_Cirebon,cirebon  meningkatnya jumlah siswa yang terpapar positif covid pemerintah kota pemkot cirebon bakal melakukan evaluasi kembali pembelajaran tatap muka ptm,2022-01-08 17:30:46+00:00
princesszien_,iya itu beneran temen ku jg ad yg kegep kasus covid di sklhnya terus pjj lalu hari kemudian ptm lagi stres,2022-01-08 17:20:39+00:00
haexsunnie,suka pas akhir ptm alias sebelum covid,2022-01-08 17:08:05+00:00
jurnaljatimcom,ptm di man jombang dihentikan karena dua murid positif covid,2022-01-08 17:01:03+00:00
jpnncom,ptm persen di bali diberhentikan  kppad bali akan pantau daring siap sidak ke sekolah hingga rumah untuk pastikan hal ini dibali,2022-01-08 16:35:02+00:00
republikaonline,tercatat ada siswa dan guru yang terkonfirmasi covid selama ptm,2022-01-08 16:19:12+00:00
Den_Mitro, berita diy  kasus covid tambah  klaster ptm merembet ke siswa tk  tribu,2022-01-08 16:00:53+00:00
tvOneNews,gawat penularan covid klaster sekolah di gresik meluas sehingga ptm hanya boleh persen,2022-01-08 15:36:07+00:00
jpnncom,pembelajaran tatap muka ptm di semarang dihentikan sementara waktu menyusul tingginya jumlah siswa dan guru yang terkonfirmasi covid,2022-01-08 15:31:02+00:00
eunbiay,besok mulai ptm lagi aaa takut jwbsjajka covid kan lagi meningkat  udahma skola  sempet dialihin jadi pjj lagi karna ada guru sm murid yg positif ,2022-01-08 15:14:10+00:00
teulovr,ptm tapi utk sekarang pjj aja lah dulu sampe bener bener membaik keadaanya soalnya galucu banget sy tiba tiba covid setelah sekian lama aman aman saja ,2022-01-08 15:01:44+00:00
PDI_Perjuangan,dia mengapresiasi langkah yang sudah diambil dalam mengatasi munculnya klaster covid di sekolah yakni dengan menyetop sementara ptm di sekolah yang terjadi klaster,2022-01-08 14:54:56+00:00
republikaonline,tim pemantau dari jatim akan mengevaluasi ptm di madium,2022-01-08 14:49:28+00:00
voidotid,dinas pendidikan kota madiun jawa timur mencatat lima sekolah yang sejumlah siswa guru maupun pegawai lainnya terpapar covid saat dilakukan pembelajaran tatap muka ptm terbatas,2022-01-08 14:49:02+00:00
jpnncom,temuan kasus covid di sejumlah sekolah di medan sumatera utara membuat pembelajaran harus dialihkan menjadi daring ,2022-01-08 14:43:02+00:00
AboutSemarangID,siswa smp di bandungan positif covid pemkab semarang berlakukan ptm persen,2022-01-08 14:40:10+00:00
rainy_najaem,sebenarnya ptm soalnya dapet uang jajan byk  tapi kalo kasus  naik  di sklh ada yg positif lebih milih pjj soalnya takut kena covid lagi ,2022-01-08 14:35:07+00:00
jurnaljatimcom,ptm di man jombang dihentikan karena dua murid positif covid,2022-01-08 14:31:14+00:00
d_onenews_com,siswa dan guru sman jember positif covid ptm dihentikamsementara,2022-01-08 14:27:33+00:00
brownsugar__20,kasus covid kata nya lagi naik dan sekolah gua masih ptm full aduh pusing dah anjir sumpah takut banget,2022-01-08 14:27:16+00:00
bangsaonline,sebanyak siswa smp negeri kota blitar positif covid akibatnya kegiatan pembelajaran tatap muka ptm di sekolah yang terletak di jalan  yani kota blitar itu dihentikan sementara selama dua pekan kepala smpn kota blitar kateman mengatakan,2022-01-08 14:22:02+00:00
jondivar,bukannya kemarin anak dan guru diwajibkan vaksin pasti mengalami sakit dan langsung dinyatakan covid,2022-01-08 14:14:43+00:00
awjaems,sekolah gue bbrp siswa udh kena covid masi aja ptm buset,2022-01-08 14:11:06+00:00
HermansesM,tenang saja anak sekolah masih ptm tertular covid juga tdk masalah paling ortu murid yg menangis sedih didepan pintu didepan batu nisan anak yg dicintainya paling pemerintah hanya bilang ini semua krn prokes tdk dijalankan dgn sungguh sungguh sesederhana itu saja,2022-01-08 14:09:22+00:00
Joglosemarnews,kasus covid merebak di sekolah solo gibran pastikan ptm dimulai lagi minggu depan,2022-01-08 14:06:28+00:00
murianewscom,muncul covid di beberapa sekolah ptm pati berhenti atau lanjut selengkapnya klik tautan berikut ini,2022-01-08 13:54:15+00:00
kumparan,ptm dari sebelumnya diberlakukan selama tiga hari menjadi dua hari dalam sepekan,2022-01-08 13:52:38+00:00
PDI_Perjuangan,selain pemberhentian sementara ptm pemerintah kota semarang masih mengamati perkembangan penyebaran covid lebih lanjut maka dari itu diharapkan kebijakan mengaktifkan kembali pjj secara penuh sementara waktu bisa cukup efektif untuk menahan laju covid di kota semarang,2022-01-08 13:51:40+00:00
PDI_Perjuangan,merespon kembali adanya tren peningkatan penderita covid di kota semarang walikota semarang hendrar prihadi memutuskan untuk menghentikan sementara pembelajaran tatap muka ptm di sekolah,2022-01-08 13:51:39+00:00
soloposdotcom,sekolah ditutup karena covid disdik klaten bukan klaster ptm,2022-01-08 13:48:10+00:00
detikcom,kpai melakukan survei singkat persepsi orang tua murid tentang pembelajaran tatap muka di tengah melonjaknya kasus covid di indonesia apa hasilnya,2022-01-08 13:48:04+00:00
GoSumutdotcom,dua siswa terpapar covid ptm di man medan dihentikan sementara,2022-01-08 13:36:04+00:00
kwntt0l,sekolahan gua baru kemarin sama hari ini ptm  besok udah  lagi padahal covid lagi naik ,2022-01-08 13:35:46+00:00
jabarnewss,ptm persen garagara covid orang tua siswa di cianjur resah,2022-01-08 13:28:54+00:00
jabarnewss,ada siswa positif covid bagaimana kelanjutan ptm di kota sukabumi,2022-01-08 13:28:31+00:00
healinggre,cape anying beneran dah udah bagus ptm gue jarang nangisovtbegadang ehh skrg malah ada yg kena covid yaudah cpt sembuh yg kena gapapa kok tpi jangan lama stres lagi gue dirumah nying pengen istirahat disekolah waktu jam kos ketawa bareng makan bareng temen seru bgt,2022-01-08 13:27:58+00:00
GodrilSolo,saya duga yg tdk vaksin baca tdk setuju vaks anak adl ortu yg pd menghafapi covid tdk khawatir mk setuju ptm yg setuju vaks anak menandakan khawatir tertular mk ketika ada kenaikan kasus mereka tidak seruju ptm baru hipotesis,2022-01-08 13:24:22+00:00
VIVAcoid,ptm sekolah di medan dihentikan usai siswa dan guru positif covid,2022-01-08 13:19:36+00:00
ranijuliernesta,halo pak ini kok ada sekolah yg tetep maksa ptm padahal muridnya banyak yg positif covid,2022-01-08 13:10:43+00:00
